G.U.N.T. Geraetebau GmbH
ET850

1/24/2018

Time	T1 (°C)	T2 (°C)	T3 (°C)	T4 (°C)	T5 (°C)	T6 (°C)	F1 (l/h)	F2 (l/h)	F3 (l/min)	p1 (bar)	p2 (bar)	P (W)
1/24/2018 3:46:25 PM.38	59	14	26	39	135	135	8.22	245	5.0	2.98	0.529	0
1/24/2018 3:46:24 PM.89	59	14	27	39	135	135	8.20	244	5.1	2.98	0.527	0
1/24/2018 3:46:24 PM.38	59	13	26	39	135	136	8.20	246	5.1	2.98	0.527	0
1/24/2018 3:46:23 PM.88	59	14	27	39	135	135	8.25	247	5.0	2.97	0.528	0
1/24/2018 3:46:23 PM.38	59	13	26	39	135	136	8.19	243	5.0	2.98	0.528	0
1/24/2018 3:46:22 PM.89	59	13	26	39	135	135	8.20	248	5.0	2.97	0.530	0
1/24/2018 3:46:22 PM.38	59	14	26	39	135	135	8.23	248	5.1	2.98	0.524	0
1/24/2018 3:46:21 PM.88	59	13	26	39	135	135	8.16	243	5.0	2.98	0.527	0
1/24/2018 3:46:21 PM.39	59	14	27	39	135	135	8.17	244	5.0	2.98	0.527	0
1/24/2018 3:46:20 PM.88	59	14	26	39	135	135	8.12	243	5.1	2.98	0.527	0
1/24/2018 3:46:20 PM.39	60	13	26	39	135	135	8.19	248	5.0	2.98	0.525	0
1/24/2018 3:46:19 PM.89	60	13	26	39	135	135	8.17	248	5.1	2.98	0.526	0
1/24/2018 3:46:19 PM.38	60	14	26	39	135	136	8.23	249	5.1	2.97	0.527	0
1/24/2018 3:46:18 PM.88	60	13	26	39	135	135	8.10	250	5.0	2.97	0.527	0
1/24/2018 3:46:18 PM.38	60	13	27	39	135	135	8.22	247	5.1	2.98	0.527	0
1/24/2018 3:46:17 PM.88	59	14	26	39	135	136	8.23	248	5.0	2.97	0.527	0
1/24/2018 3:46:17 PM.38	59	14	26	39	135	135	8.19	248	5.0	2.98	0.528	0
1/24/2018 3:46:16 PM.89	59	14	27	39	135	135	8.16	245	5.1	2.98	0.527	0
1/24/2018 3:46:16 PM.38	59	13	26	39	135	135	8.20	248	5.0	2.98	0.527	0
1/24/2018 3:46:15 PM.88	59	13	26	39	134	135	8.26	248	5.1	2.98	0.528	0
1/24/2018 3:46:15 PM.38	59	14	26	39	135	135	8.16	246	5.1	2.98	0.529	0
1/24/2018 3:46:14 PM.88	59	14	26	39	135	135	8.17	246	5.0	2.98	0.526	0
1/24/2018 3:46:14 PM.38	59	14	26	39	135	135	8.17	243	5.1	2.98	0.527	0
1/24/2018 3:46:13 PM.88	59	13	26	39	135	135	8.23	243	5.1	2.98	0.528	0
1/24/2018 3:46:13 PM.38	59	14	26	39	135	135	8.13	243	5.0	2.98	0.527	0
1/24/2018 3:46:12 PM.89	59	14	26	39	135	135	8.20	248	5.1	2.98	0.529	0
1/24/2018 3:46:12 PM.38	59	13	26	39	135	135	8.19	246	5.1	2.98	0.530	0
1/24/2018 3:46:11 PM.88	59	14	26	39	135	135	8.19	246	5.0	2.98	0.529	0
1/24/2018 3:46:11 PM.38	59	14	26	39	135	135	8.19	245	5.1	2.98	0.527	0
1/24/2018 3:46:10 PM.88	60	13	26	39	135	135	8.17	245	5.0	2.98	0.527	0
1/24/2018 3:46:10 PM.39	59	14	27	39	135	135	8.22	248	5.1	2.98	0.528	0
1/24/2018 3:46:09 PM.89	59	13	27	39	135	135	8.25	245	5.1	2.98	0.528	0
1/24/2018 3:46:09 PM.38	60	13	27	39	135	135	8.19	246	5.0	2.98	0.527	0
1/24/2018 3:46:08 PM.88	60	13	26	39	135	135	8.17	245	5.0	2.98	0.527	0
1/24/2018 3:46:08 PM.38	60	13	27	39	135	135	8.23	243	5.1	2.98	0.527	0
1/24/2018 3:46:07 PM.88	60	14	26	39	135	135	8.19	245	5.1	2.98	0.527	0
1/24/2018 3:46:07 PM.38	59	14	27	39	135	135	8.07	243	5.0	2.98	0.526	0
1/24/2018 3:46:06 PM.88	60	13	27	39	135	135	8.14	238	5.1	2.98	0.527	0
1/24/2018 3:46:06 PM.38	59	14	27	39	135	135	8.14	238	5.0	2.98	0.527	0
1/24/2018 3:46:05 PM.88	60	14	27	39	135	135	8.19	245	5.1	2.98	0.530	0
1/24/2018 3:46:05 PM.38	59	13	27	39	135	135	8.22	243	5.0	2.98	0.531	0
1/24/2018 3:46:04 PM.89	59	14	27	39	135	136	8.17	244	5.0	2.97	0.529	0
1/24/2018 3:46:04 PM.39	59	14	26	39	135	135	8.13	241	5.1	2.97	0.527	0
1/24/2018 3:46:03 PM.89	59	13	26	39	135	136	8.25	240	5.0	2.97	0.528	0
1/24/2018 3:46:03 PM.39	59	13	26	39	135	135	8.19	241	5.0	2.98	0.529	0
1/24/2018 3:46:02 PM.89	59	14	27	39	135	135	8.19	238	5.0	2.98	0.528	0
1/24/2018 3:46:02 PM.38	59	14	26	39	135	135	8.14	244	5.0	2.98	0.527	0
1/24/2018 3:46:01 PM.88	60	13	26	39	135	135	8.16	243	5.0	2.96	0.527	1
1/24/2018 3:46:01 PM.39	59	13	26	39	135	135	8.12	244	5.1	2.98	0.527	0
1/24/2018 3:46:00 PM.88	60	14	26	39	135	135	8.12	243	5.0	2.98	0.529	0
1/24/2018 3:46:00 PM.39	59	14	26	39	135	135	8.17	244	5.0	2.98	0.524	0
1/24/2018 3:45:59 PM.88	60	14	26	39	135	135	8.07	245	5.1	2.98	0.527	0
1/24/2018 3:45:59 PM.38	60	14	26	39	135	135	8.22	248	5.0	2.98	0.527	0
1/24/2018 3:45:58 PM.88	60	14	26	39	135	135	8.16	248	5.0	2.98	0.527	0
1/24/2018 3:45:58 PM.38	60	13	26	39	135	135	8.20	250	5.0	2.98	0.526	0
1/24/2018 3:45:57 PM.88	59	14	26	39	135	135	8.28	249	5.1	2.98	0.527	0
1/24/2018 3:45:57 PM.38	60	14	26	39	135	135	8.19	246	5.0	2.98	0.527	0
1/24/2018 3:45:56 PM.89	59	14	26	39	135	135	8.17	246	5.1	2.98	0.527	0
1/24/2018 3:45:56 PM.38	59	14	26	39	135	135	8.14	243	5.1	2.98	0.530	1
1/24/2018 3:45:55 PM.88	60	14	26	39	135	135	8.13	246	5.0	2.98	0.529	0
1/24/2018 3:45:55 PM.39	60	13	26	39	135	135	8.16	245	5.0	2.98	0.527	0
1/24/2018 3:45:54 PM.88	60	14	26	39	135	135	8.17	247	5.1	2.98	0.526	1
1/24/2018 3:45:54 PM.39	59	14	26	39	135	135	8.22	243	5.1	2.98	0.529	0
1/24/2018 3:45:53 PM.88	59	14	26	39	135	135	8.20	241	5.0	2.96	0.530	0
1/24/2018 3:45:53 PM.38	59	13	26	39	135	135	8.20	243	5.1	2.98	0.530	0
1/24/2018 3:45:52 PM.88	59	14	26	39	135	135	8.23	247	5.1	2.97	0.531	0
1/24/2018 3:45:52 PM.38	60	13	27	39	135	135	8.13	246	5.1	2.98	0.530	0
1/24/2018 3:45:51 PM.89	60	14	27	39	135	135	8.25	244	5.1	2.96	0.529	0
1/24/2018 3:45:51 PM.39	59	13	27	39	135	135	8.26	241	5.1	2.95	0.528	0
1/24/2018 3:45:50 PM.88	59	14	26	39	135	135	8.14	241	5.0	2.96	0.528	0
1/24/2018 3:45:50 PM.39	59	14	26	39	135	135	8.04	238	5.0	2.95	0.530	0
1/24/2018 3:45:49 PM.89	60	14	26	39	135	135	8.23	237	5.0	2.96	0.531	0
1/24/2018 3:45:49 PM.38	60	14	26	39	135	135	8.19	243	5.1	2.96	0.529	1
1/24/2018 3:45:48 PM.88	60	13	26	39	135	135	8.06	247	5.1	2.97	0.528	0
1/24/2018 3:45:48 PM.39	60	13	26	39	135	135	8.14	249	5.0	2.97	0.529	0
1/24/2018 3:45:47 PM.88	60	14	26	39	135	135	8.12	250	5.1	2.97	0.530	0
1/24/2018 3:45:47 PM.39	60	14	26	39	135	135	8.33	248	5.1	2.97	0.527	0
1/24/2018 3:45:46 PM.89	60	14	26	39	135	136	8.01	248	5.0	2.98	0.527	0
1/24/2018 3:45:46 PM.39	60	14	26	39	135	135	8.26	244	5.0	2.98	0.530	0
1/24/2018 3:45:45 PM.88	60	13	26	39	135	135	8.20	242	5.0	2.98	0.530	0
1/24/2018 3:45:45 PM.39	60	14	26	39	135	135	8.28	247	5.0	2.98	0.530	0
1/24/2018 3:45:44 PM.89	60	14	26	39	135	135	8.29	247	5.1	2.98	0.530	0
1/24/2018 3:45:44 PM.38	59	14	26	39	135	135	8.19	245	5.1	2.97	0.528	0
1/24/2018 3:45:43 PM.88	59	13	26	39	135	135	8.16	245	5.0	2.98	0.529	0
1/24/2018 3:45:43 PM.38	59	14	26	39	135	135	8.28	241	5.0	2.97	0.529	0
1/24/2018 3:45:42 PM.89	59	13	26	39	135	135	8.17	248	5.1	2.97	0.530	1
1/24/2018 3:45:42 PM.39	59	14	26	39	135	135	8.26	243	5.0	2.98	0.530	0
1/24/2018 3:45:41 PM.89	59	14	26	39	135	135	8.19	243	5.0	2.97	0.533	0
1/24/2018 3:45:41 PM.38	59	14	26	39	135	135	8.22	242	5.1	2.98	0.528	0
1/24/2018 3:45:40 PM.89	60	14	26	39	135	135	8.17	243	5.1	2.98	0.529	0
1/24/2018 3:45:40 PM.38	59	13	26	39	135	135	8.17	245	5.0	2.98	0.530	0
1/24/2018 3:45:39 PM.89	59	14	26	39	135	135	8.20	247	5.0	2.98	0.528	0
1/24/2018 3:45:39 PM.38	59	14	26	39	135	135	8.42	250	5.0	2.98	0.529	0
1/24/2018 3:45:38 PM.89	59	14	26	39	135	135	8.20	248	5.0	2.98	0.530	0
1/24/2018 3:45:38 PM.39	59	13	26	39	135	135	8.14	248	5.0	2.97	0.531	0
1/24/2018 3:45:37 PM.88	59	14	26	39	135	135	8.25	248	5.0	2.97	0.531	0
1/24/2018 3:45:37 PM.38	59	14	26	39	135	135	8.23	248	5.1	2.97	0.530	0
1/24/2018 3:45:36 PM.88	59	14	26	39	135	135	8.23	248	5.1	2.98	0.531	0
1/24/2018 3:45:36 PM.39	59	13	26	39	135	135	8.22	248	5.0	2.98	0.530	0
1/24/2018 3:45:35 PM.88	59	14	27	39	135	135	8.17	248	5.1	2.97	0.530	0
1/24/2018 3:45:35 PM.38	59	14	27	39	135	135	8.19	248	5.1	2.96	0.530	1
1/24/2018 3:45:34 PM.88	59	14	26	39	135	135	8.22	249	5.0	2.97	0.531	0
1/24/2018 3:45:34 PM.38	59	14	26	39	135	135	8.17	247	5.0	2.98	0.530	0
1/24/2018 3:45:33 PM.88	60	13	27	39	135	136	8.23	245	5.0	2.97	0.530	0
1/24/2018 3:45:33 PM.39	59	13	26	39	135	135	8.26	248	5.1	2.98	0.531	1
1/24/2018 3:45:32 PM.88	59	14	26	39	135	135	8.19	248	5.0	2.98	0.530	0
1/24/2018 3:45:32 PM.39	59	14	26	39	135	135	8.19	245	5.0	2.98	0.530	0
1/24/2018 3:45:31 PM.89	59	14	27	39	135	135	8.12	243	5.1	2.98	0.532	0
1/24/2018 3:45:31 PM.39	59	14	26	39	135	135	8.25	241	5.0	2.98	0.532	0
1/24/2018 3:45:30 PM.88	59	14	27	39	135	135	8.31	243	5.0	2.98	0.531	0
1/24/2018 3:45:30 PM.39	59	14	26	39	135	135	8.16	239	5.0	2.98	0.533	0
1/24/2018 3:45:29 PM.89	59	14	26	39	135	135	8.17	244	5.0	2.98	0.530	0
1/24/2018 3:45:29 PM.39	59	14	26	39	135	135	8.06	245	5.0	2.98	0.530	0
1/24/2018 3:45:28 PM.88	59	14	26	39	135	135	8.19	246	5.0	2.98	0.533	0
1/24/2018 3:45:28 PM.39	59	14	26	39	135	135	8.16	248	5.0	2.98	0.531	0
1/24/2018 3:45:27 PM.88	59	14	26	39	135	135	8.13	249	5.0	2.98	0.531	0
1/24/2018 3:45:27 PM.38	59	13	26	39	135	135	8.06	244	5.1	2.98	0.533	0
1/24/2018 3:45:26 PM.88	59	14	27	39	135	135	8.20	245	5.1	2.98	0.531	0
1/24/2018 3:45:26 PM.39	59	14	27	39	135	135	8.19	245	5.1	2.97	0.533	1
1/24/2018 3:45:25 PM.88	60	14	27	39	135	135	8.20	243	5.1	2.97	0.533	0
1/24/2018 3:45:25 PM.38	59	13	27	39	135	135	8.23	239	5.1	2.97	0.530	1
1/24/2018 3:45:24 PM.89	59	13	26	39	135	135	8.17	239	5.0	2.98	0.533	0
1/24/2018 3:45:24 PM.38	59	14	26	39	135	135	8.10	239	5.1	2.98	0.532	0
1/24/2018 3:45:23 PM.88	59	14	26	39	135	135	8.20	240	5.0	2.98	0.527	0
1/24/2018 3:45:23 PM.38	59	13	26	39	135	135	8.22	242	5.1	2.98	0.528	1
1/24/2018 3:45:22 PM.88	60	13	26	39	135	135	8.22	239	5.0	2.98	0.529	0
1/24/2018 3:45:22 PM.39	59	14	26	39	135	135	8.09	243	5.0	2.98	0.527	1
1/24/2018 3:45:21 PM.89	59	14	26	39	135	135	8.14	242	5.1	2.97	0.529	0
1/24/2018 3:45:21 PM.38	59	14	26	39	135	135	8.19	245	5.0	2.98	0.533	0
1/24/2018 3:45:20 PM.89	60	13	26	39	135	136	8.17	243	5.0	2.98	0.531	0
1/24/2018 3:45:20 PM.38	59	13	26	39	135	135	8.17	243	5.0	2.98	0.530	0
1/24/2018 3:45:19 PM.88	59	13	26	39	135	135	8.23	245	5.0	2.98	0.530	0
1/24/2018 3:45:19 PM.38	59	14	26	39	135	135	8.16	248	5.0	2.98	0.529	0
1/24/2018 3:45:18 PM.88	60	14	27	39	135	135	8.19	248	5.0	2.98	0.529	0
1/24/2018 3:45:18 PM.38	59	13	26	39	135	135	8.19	248	5.0	2.97	0.529	0
1/24/2018 3:45:17 PM.88	59	14	26	39	135	135	8.20	245	5.1	2.98	0.529	0
1/24/2018 3:45:17 PM.38	59	14	26	39	135	135	8.29	247	5.0	2.97	0.530	0
1/24/2018 3:45:16 PM.89	59	13	27	39	135	135	8.22	242	5.0	2.98	0.531	0
1/24/2018 3:45:16 PM.39	59	14	26	39	135	135	8.12	247	5.0	2.97	0.530	0
1/24/2018 3:45:15 PM.89	59	14	27	39	135	135	8.16	245	5.1	2.98	0.529	0
1/24/2018 3:45:15 PM.39	60	13	27	39	135	135	8.10	248	5.1	2.98	0.530	1
1/24/2018 3:45:14 PM.89	59	14	26	39	135	135	8.16	248	5.0	2.98	0.531	0
1/24/2018 3:45:14 PM.38	60	14	26	39	135	135	8.17	248	5.0	2.98	0.530	0
1/24/2018 3:45:13 PM.88	59	14	26	39	135	135	8.25	248	5.1	2.98	0.531	0
1/24/2018 3:45:13 PM.38	59	13	26	39	135	135	8.19	244	5.1	2.96	0.529	0
1/24/2018 3:45:12 PM.88	59	14	27	39	135	136	8.26	240	5.0	2.97	0.531	0
1/24/2018 3:45:12 PM.38	59	14	26	39	135	135	8.17	243	5.1	2.98	0.530	0
1/24/2018 3:45:11 PM.88	59	14	27	39	135	135	8.23	245	5.0	2.98	0.530	0
1/24/2018 3:45:11 PM.38	59	13	26	39	135	135	8.10	242	5.0	2.97	0.530	0
1/24/2018 3:45:10 PM.89	59	13	26	39	135	135	8.16	243	5.1	2.98	0.530	0
1/24/2018 3:45:10 PM.38	59	14	26	39	135	135	8.16	246	5.1	2.98	0.530	0
1/24/2018 3:45:09 PM.88	59	14	26	39	135	135	8.20	244	5.1	2.98	0.530	0
1/24/2018 3:45:09 PM.39	59	13	26	39	135	135	8.17	243	5.1	2.98	0.527	0
1/24/2018 3:45:08 PM.89	59	14	26	39	135	135	8.19	244	5.0	2.98	0.529	0
1/24/2018 3:45:08 PM.39	59	14	26	39	135	135	8.16	243	5.1	2.98	0.529	0
1/24/2018 3:45:07 PM.88	59	14	26	39	135	136	8.13	248	5.0	2.97	0.528	0
1/24/2018 3:45:07 PM.39	60	14	26	39	135	135	8.09	245	5.0	2.98	0.530	0
1/24/2018 3:45:06 PM.88	59	13	26	39	135	135	8.22	243	5.1	2.98	0.531	0
1/24/2018 3:45:06 PM.38	59	14	26	39	135	135	8.19	241	5.1	2.98	0.529	0
1/24/2018 3:45:05 PM.88	60	14	26	39	135	135	8.20	243	5.0	2.98	0.530	0
1/24/2018 3:45:05 PM.39	59	13	26	39	135	135	8.12	252	5.1	2.98	0.530	0
1/24/2018 3:45:04 PM.88	59	14	27	39	135	135	8.17	248	5.0	2.98	0.530	0
1/24/2018 3:45:04 PM.39	59	14	26	39	135	135	8.19	248	5.1	2.98	0.531	0
1/24/2018 3:45:03 PM.88	59	13	26	39	135	135	8.14	247	5.0	2.98	0.530	0
1/24/2018 3:45:03 PM.39	59	14	26	39	135	135	8.16	245	5.1	2.98	0.530	0
1/24/2018 3:45:02 PM.88	59	13	26	39	135	135	8.19	243	5.1	2.98	0.530	0
1/24/2018 3:45:02 PM.39	60	13	26	39	135	135	8.16	240	5.0	2.98	0.533	0
1/24/2018 3:45:01 PM.88	59	14	26	39	135	135	8.17	245	5.0	2.97	0.533	0
1/24/2018 3:45:01 PM.38	59	14	26	39	135	135	8.17	237	5.0	2.98	0.533	0
1/24/2018 3:45:00 PM.88	59	13	26	39	135	135	8.17	238	5.0	2.98	0.533	0
1/24/2018 3:45:00 PM.38	59	14	26	39	135	135	8.20	243	5.0	2.98	0.531	0
1/24/2018 3:44:59 PM.88	59	13	26	39	135	135	8.20	243	5.0	2.98	0.529	0
1/24/2018 3:44:59 PM.38	59	14	26	39	135	135	8.22	248	5.1	2.98	0.529	1
1/24/2018 3:44:58 PM.89	59	14	26	39	135	135	8.16	243	5.0	2.98	0.530	0
1/24/2018 3:44:58 PM.38	59	14	26	39	135	135	8.19	244	5.0	2.98	0.530	0
1/24/2018 3:44:57 PM.88	59	13	26	39	135	135	8.12	240	5.1	2.98	0.530	0
1/24/2018 3:44:57 PM.39	59	14	26	39	135	135	8.13	243	5.1	2.98	0.533	0
1/24/2018 3:44:56 PM.88	59	14	26	39	135	135	8.17	240	5.1	2.97	0.530	0
1/24/2018 3:44:56 PM.38	59	14	26	39	135	135	8.25	245	5.0	2.98	0.527	0
1/24/2018 3:44:55 PM.89	60	13	26	39	135	135	8.20	245	5.0	2.98	0.530	0
1/24/2018 3:44:55 PM.39	60	14	26	39	135	135	8.13	242	5.0	2.98	0.533	0
1/24/2018 3:44:54 PM.88	59	13	27	39	135	135	8.07	243	5.0	2.97	0.531	0
1/24/2018 3:44:54 PM.38	60	14	27	39	135	135	8.13	243	5.0	2.97	0.533	1
1/24/2018 3:44:53 PM.88	60	14	27	39	135	135	8.25	243	5.1	2.98	0.530	0
1/24/2018 3:44:53 PM.39	60	14	27	39	135	135	8.16	245	5.1	2.97	0.534	1
1/24/2018 3:44:52 PM.88	60	13	27	39	135	135	8.20	245	5.0	2.97	0.534	0
1/24/2018 3:44:52 PM.39	59	14	26	39	135	135	8.26	248	5.0	2.97	0.531	0
1/24/2018 3:44:51 PM.89	60	14	26	39	135	135	8.20	245	5.0	2.98	0.533	0
1/24/2018 3:44:51 PM.38	60	14	26	39	135	135	8.07	247	5.0	2.98	0.533	0
1/24/2018 3:44:50 PM.88	60	13	26	39	135	136	8.14	237	5.0	2.98	0.533	0
1/24/2018 3:44:50 PM.39	59	13	26	39	135	136	8.20	236	5.0	2.98	0.533	0
1/24/2018 3:44:49 PM.89	60	14	26	39	135	135	8.07	240	5.0	2.98	0.533	0
1/24/2018 3:44:49 PM.39	59	14	26	39	135	135	8.22	240	5.0	2.98	0.534	0
1/24/2018 3:44:48 PM.88	59	14	26	39	135	135	8.10	241	5.1	2.98	0.531	0
1/24/2018 3:44:48 PM.39	59	13	26	39	135	135	8.13	243	5.0	2.98	0.533	0
1/24/2018 3:44:47 PM.88	59	14	26	39	135	135	8.07	243	5.1	2.98	0.533	0
1/24/2018 3:44:47 PM.38	59	14	26	39	135	135	8.22	245	5.1	2.98	0.533	0
1/24/2018 3:44:46 PM.89	59	14	26	39	135	135	8.25	248	5.1	2.98	0.530	0
1/24/2018 3:44:46 PM.38	59	13	26	39	135	135	8.22	248	5.1	2.98	0.531	0
1/24/2018 3:44:45 PM.88	59	14	26	40	135	135	8.14	246	5.1	2.98	0.530	0
1/24/2018 3:44:45 PM.39	59	13	26	40	135	135	8.20	245	5.0	2.98	0.531	0
1/24/2018 3:44:44 PM.88	59	14	26	39	135	135	8.25	242	5.0	2.98	0.530	0
1/24/2018 3:44:44 PM.38	59	13	26	39	135	135	8.20	247	5.0	2.98	0.531	0
1/24/2018 3:44:43 PM.88	59	14	26	39	135	135	8.20	243	5.1	2.98	0.531	0
1/24/2018 3:44:43 PM.39	59	14	27	39	135	135	8.20	247	5.0	2.98	0.530	0
1/24/2018 3:44:42 PM.88	59	14	26	39	135	135	8.26	243	5.1	2.98	0.529	0
1/24/2018 3:44:42 PM.38	59	14	26	39	135	135	8.14	244	5.0	2.98	0.531	0
1/24/2018 3:44:41 PM.88	59	13	26	39	135	135	8.16	245	5.1	2.98	0.530	0
1/24/2018 3:44:41 PM.39	59	13	26	39	135	135	8.17	245	5.0	2.98	0.533	0
1/24/2018 3:44:40 PM.89	60	14	26	39	135	135	8.16	249	5.0	2.98	0.533	0
1/24/2018 3:44:40 PM.39	59	14	27	39	135	135	8.17	247	5.0	2.98	0.533	0
1/24/2018 3:44:39 PM.88	59	14	27	39	135	135	8.13	245	5.0	2.97	0.530	0
1/24/2018 3:44:39 PM.38	59	14	26	39	135	135	8.20	244	5.1	2.98	0.530	0
1/24/2018 3:44:38 PM.88	59	14	26	39	135	135	8.19	243	5.1	2.98	0.529	0
1/24/2018 3:44:38 PM.39	59	13	26	39	135	135	8.23	243	5.0	2.98	0.529	0
1/24/2018 3:44:37 PM.89	59	14	26	39	135	135	8.19	240	5.0	2.97	0.530	0
1/24/2018 3:44:37 PM.39	59	14	26	39	135	135	8.14	244	5.0	2.97	0.530	0
1/24/2018 3:44:36 PM.88	59	14	26	39	135	136	8.17	243	5.1	2.98	0.531	0
1/24/2018 3:44:36 PM.39	59	14	26	39	135	135	8.17	242	5.1	2.98	0.529	0
1/24/2018 3:44:35 PM.89	59	14	26	39	135	135	8.26	245	5.0	2.98	0.531	0
1/24/2018 3:44:35 PM.38	59	14	26	39	135	135	8.17	245	5.0	2.97	0.530	0
1/24/2018 3:44:34 PM.88	59	14	26	39	135	135	8.20	248	5.0	2.98	0.530	0
1/24/2018 3:44:34 PM.38	59	14	26	39	135	135	8.20	245	5.0	2.98	0.531	0
1/24/2018 3:44:33 PM.88	59	13	26	39	135	135	8.28	248	5.1	2.98	0.533	0
1/24/2018 3:44:33 PM.39	59	14	26	39	135	135	8.19	248	5.1	2.98	0.532	0
1/24/2018 3:44:32 PM.88	59	14	26	39	135	136	8.26	249	5.1	2.96	0.530	0
1/24/2018 3:44:32 PM.38	59	14	26	39	135	135	8.17	243	5.1	2.97	0.530	1
1/24/2018 3:44:31 PM.88	59	14	26	39	135	135	8.19	243	5.0	2.98	0.533	0
1/24/2018 3:44:31 PM.38	59	14	26	39	135	135	8.20	241	5.0	2.98	0.533	0
1/24/2018 3:44:30 PM.88	59	14	26	39	135	135	8.04	246	5.1	2.98	0.533	0
1/24/2018 3:44:30 PM.39	59	14	26	39	135	135	8.10	247	5.0	2.98	0.533	0
1/24/2018 3:44:29 PM.88	59	14	26	39	135	135	8.26	245	5.1	2.98	0.533	0
1/24/2018 3:44:29 PM.39	59	14	27	39	135	135	8.16	246	5.1	2.98	0.530	0
1/24/2018 3:44:28 PM.88	60	14	27	39	135	135	8.17	245	5.0	2.98	0.530	0
1/24/2018 3:44:28 PM.38	59	14	26	39	135	135	8.19	241	5.0	2.97	0.527	0
1/24/2018 3:44:27 PM.88	59	14	26	39	135	135	8.19	244	5.0	2.97	0.530	0
1/24/2018 3:44:27 PM.38	59	13	26	39	135	135	8.20	242	5.0	2.98	0.530	0
1/24/2018 3:44:26 PM.89	59	14	26	39	135	136	8.23	243	5.0	2.97	0.531	0
1/24/2018 3:44:26 PM.38	59	14	26	39	135	135	8.13	248	5.0	2.97	0.531	0
1/24/2018 3:44:25 PM.89	59	14	26	39	135	135	8.19	243	5.0	2.98	0.533	1
1/24/2018 3:44:25 PM.39	59	14	26	39	135	135	8.16	248	5.1	2.98	0.530	0
1/24/2018 3:44:24 PM.89	59	13	26	39	135	135	8.14	244	5.0	2.98	0.530	0
1/24/2018 3:44:24 PM.39	60	13	27	39	135	135	8.17	245	5.0	2.98	0.530	0
1/24/2018 3:44:23 PM.89	59	14	26	39	135	135	8.26	248	5.0	2.98	0.530	0
1/24/2018 3:44:23 PM.38	59	14	26	39	135	135	8.25	245	5.1	2.98	0.530	0
1/24/2018 3:44:22 PM.88	59	13	26	39	135	135	8.16	240	5.0	2.98	0.532	0
1/24/2018 3:44:22 PM.38	59	14	26	39	135	135	8.12	243	5.0	2.98	0.532	0
1/24/2018 3:44:21 PM.88	59	14	26	39	135	135	8.22	242	5.0	2.98	0.530	0
1/24/2018 3:44:21 PM.38	60	13	26	39	135	135	8.26	242	5.1	2.97	0.529	0
1/24/2018 3:44:20 PM.88	59	14	26	39	135	135	8.17	240	5.1	2.98	0.531	0
1/24/2018 3:44:20 PM.39	59	14	27	39	135	135	8.16	242	5.1	2.97	0.531	0
1/24/2018 3:44:19 PM.89	60	14	26	39	135	135	8.22	244	5.1	2.97	0.534	0
1/24/2018 3:44:19 PM.38	60	14	26	39	135	135	8.19	248	5.0	2.98	0.531	1
1/24/2018 3:44:18 PM.89	60	13	26	39	135	135	8.16	250	5.0	2.97	0.532	0
1/24/2018 3:44:18 PM.39	60	14	26	39	135	135	8.13	248	5.0	2.98	0.530	0
1/24/2018 3:44:17 PM.89	59	13	26	39	135	135	8.23	248	5.1	2.98	0.530	0
1/24/2018 3:44:17 PM.38	59	14	26	39	135	135	8.10	245	5.0	2.97	0.531	0
1/24/2018 3:44:16 PM.89	60	14	26	39	135	135	8.12	245	5.1	2.97	0.531	0
1/24/2018 3:44:16 PM.39	59	13	26	39	135	135	8.12	243	5.1	2.98	0.530	0
1/24/2018 3:44:15 PM.89	60	14	27	39	135	135	8.17	245	5.0	2.98	0.533	0
1/24/2018 3:44:15 PM.39	59	14	26	39	135	135	8.14	243	5.0	2.98	0.531	0
1/24/2018 3:44:14 PM.88	60	14	26	39	135	135	8.19	241	5.1	2.98	0.530	0
1/24/2018 3:44:14 PM.38	60	14	27	39	135	135	8.19	243	5.1	2.98	0.530	0
1/24/2018 3:44:13 PM.89	60	14	27	39	135	135	8.19	248	5.1	2.98	0.531	0
1/24/2018 3:44:13 PM.38	60	13	26	39	135	135	8.26	247	5.1	2.97	0.530	0
1/24/2018 3:44:12 PM.88	60	14	26	39	135	135	8.16	248	5.0	2.98	0.533	0
1/24/2018 3:44:12 PM.39	60	14	26	39	135	135	8.19	245	5.0	2.98	0.533	0
1/24/2018 3:44:11 PM.88	60	14	26	39	135	135	8.17	244	5.1	2.98	0.530	0
1/24/2018 3:44:11 PM.38	59	14	26	39	135	135	8.17	245	5.1	2.98	0.531	0
1/24/2018 3:44:10 PM.89	60	14	26	39	135	135	8.16	247	5.0	2.98	0.530	0
1/24/2018 3:44:10 PM.38	59	14	26	39	135	135	8.25	245	5.1	2.98	0.531	0
1/24/2018 3:44:09 PM.89	59	14	26	39	135	135	8.22	245	5.0	2.98	0.530	0
1/24/2018 3:44:09 PM.38	59	13	26	39	135	135	8.12	247	5.1	2.98	0.530	0
1/24/2018 3:44:08 PM.88	59	13	26	39	135	135	8.12	245	5.0	2.97	0.529	0
1/24/2018 3:44:08 PM.39	59	14	26	39	135	135	8.17	251	5.0	2.98	0.528	0
1/24/2018 3:44:07 PM.89	59	14	26	39	135	135	8.09	248	5.0	2.98	0.529	0
1/24/2018 3:44:07 PM.38	59	13	26	39	135	135	8.19	243	5.1	2.98	0.530	0
