G.U.N.T. Geraetebau GmbH
ET850

1/24/2018

Time	T1 (°C)	T2 (°C)	T3 (°C)	T4 (°C)	T5 (°C)	T6 (°C)	F1 (l/h)	F2 (l/h)	F3 (l/min)	p1 (bar)	p2 (bar)	P (W)
1/24/2018 3:53:11 PM.38	59	14	27	40	135	135	8.13	245	5.3	2.96	0.520	0
1/24/2018 3:53:10 PM.89	60	14	26	39	134	135	8.17	243	5.3	2.97	0.515	0
1/24/2018 3:53:10 PM.38	59	14	26	39	135	135	8.10	244	5.3	2.96	0.517	0
1/24/2018 3:53:09 PM.88	59	13	26	40	135	135	8.19	241	5.3	2.96	0.517	0
1/24/2018 3:53:09 PM.38	59	14	27	39	135	135	8.17	242	5.3	2.97	0.521	0
1/24/2018 3:53:08 PM.88	59	13	26	39	135	135	8.23	241	5.3	2.97	0.520	0
1/24/2018 3:53:08 PM.38	59	14	26	39	135	135	8.22	243	5.4	2.97	0.520	0
1/24/2018 3:53:07 PM.89	59	14	26	39	135	135	8.25	243	5.4	2.97	0.522	0
1/24/2018 3:53:07 PM.38	59	13	26	39	135	135	8.19	246	5.4	2.96	0.520	0
1/24/2018 3:53:06 PM.88	59	14	26	39	135	135	8.23	247	5.3	2.98	0.520	0
1/24/2018 3:53:06 PM.39	59	14	26	40	135	135	8.23	243	5.3	2.97	0.521	0
1/24/2018 3:53:05 PM.88	59	14	26	39	135	135	8.16	245	5.4	2.97	0.522	0
1/24/2018 3:53:05 PM.38	59	14	26	39	134	135	8.22	240	5.3	2.96	0.523	0
1/24/2018 3:53:04 PM.88	59	14	26	39	135	135	8.20	240	5.3	2.98	0.522	0
1/24/2018 3:53:04 PM.38	59	13	27	39	135	135	8.19	242	5.3	2.97	0.522	0
1/24/2018 3:53:03 PM.88	59	14	26	39	135	135	8.19	243	5.4	2.96	0.520	0
1/24/2018 3:53:03 PM.38	59	13	27	39	135	135	8.17	244	5.3	2.95	0.517	0
1/24/2018 3:53:02 PM.89	59	13	27	39	134	135	8.19	248	5.3	2.95	0.517	0
1/24/2018 3:53:02 PM.38	59	14	27	39	135	135	8.29	248	5.4	2.95	0.518	0
1/24/2018 3:53:01 PM.88	59	14	27	39	135	135	8.23	244	5.4	2.96	0.516	0
1/24/2018 3:53:01 PM.38	60	14	27	40	135	135	8.17	243	5.3	2.97	0.516	0
1/24/2018 3:53:00 PM.88	59	14	27	39	135	135	8.17	240	5.4	2.95	0.517	0
1/24/2018 3:53:00 PM.38	59	14	27	39	135	135	8.20	243	5.3	2.95	0.518	0
1/24/2018 3:52:59 PM.89	59	14	26	39	135	135	8.17	243	5.4	2.96	0.515	0
1/24/2018 3:52:59 PM.38	60	14	27	40	135	135	8.13	244	5.3	2.97	0.516	0
1/24/2018 3:52:58 PM.88	60	13	26	39	134	135	8.13	245	5.3	2.97	0.516	0
1/24/2018 3:52:58 PM.39	59	14	26	39	135	136	8.17	245	5.3	2.96	0.517	0
1/24/2018 3:52:57 PM.89	59	13	26	39	135	135	8.20	248	5.3	2.96	0.517	0
1/24/2018 3:52:57 PM.39	59	13	27	39	135	135	8.17	248	5.3	2.95	0.517	0
1/24/2018 3:52:56 PM.89	60	14	27	39	135	135	8.17	248	5.3	2.95	0.516	0
1/24/2018 3:52:56 PM.39	59	14	26	39	135	135	8.20	247	5.3	2.95	0.517	0
1/24/2018 3:52:55 PM.89	59	14	26	39	134	135	8.16	248	5.3	2.96	0.518	0
1/24/2018 3:52:55 PM.38	59	14	27	39	135	135	8.20	248	5.3	2.96	0.518	0
1/24/2018 3:52:54 PM.88	59	13	26	39	135	135	8.14	248	5.4	2.97	0.520	0
1/24/2018 3:52:54 PM.39	59	14	27	39	135	135	8.16	247	5.3	2.98	0.520	0
1/24/2018 3:52:53 PM.89	59	13	27	39	135	135	8.23	245	5.3	2.98	0.520	0
1/24/2018 3:52:53 PM.38	59	14	26	39	135	135	8.22	247	5.3	2.98	0.518	0
1/24/2018 3:52:52 PM.89	59	13	26	39	135	135	8.17	248	5.3	2.98	0.519	0
1/24/2018 3:52:52 PM.38	59	14	26	39	135	135	8.17	248	5.3	2.98	0.517	0
1/24/2018 3:52:51 PM.88	59	13	26	40	135	135	8.16	245	5.3	2.98	0.520	0
1/24/2018 3:52:51 PM.39	59	14	26	40	135	135	8.17	243	5.3	2.98	0.516	0
1/24/2018 3:52:50 PM.88	59	14	26	39	135	135	8.26	243	5.3	2.98	0.517	0
1/24/2018 3:52:50 PM.39	59	14	26	39	135	135	8.26	240	5.3	2.98	0.517	0
1/24/2018 3:52:49 PM.88	59	14	26	40	135	135	8.20	243	5.4	2.98	0.518	1
1/24/2018 3:52:49 PM.38	59	14	27	39	135	135	8.16	241	5.4	2.98	0.517	0
1/24/2018 3:52:48 PM.88	59	14	27	39	135	135	8.29	240	5.4	2.98	0.517	0
1/24/2018 3:52:48 PM.38	59	14	26	39	135	135	8.19	240	5.4	2.98	0.517	0
1/24/2018 3:52:47 PM.89	59	13	27	39	135	135	8.19	238	5.4	2.98	0.516	0
1/24/2018 3:52:47 PM.39	59	14	27	39	135	135	8.17	242	5.3	2.97	0.518	0
1/24/2018 3:52:46 PM.89	59	14	27	39	135	135	8.20	243	5.4	2.98	0.515	0
1/24/2018 3:52:46 PM.38	60	14	27	40	135	135	8.16	245	5.4	2.98	0.516	0
1/24/2018 3:52:45 PM.88	60	13	27	39	135	135	8.17	245	5.4	2.97	0.514	0
1/24/2018 3:52:45 PM.38	59	13	27	39	135	135	8.23	242	5.4	2.98	0.514	0
1/24/2018 3:52:44 PM.89	59	13	27	39	135	135	8.31	245	5.3	2.98	0.513	0
1/24/2018 3:52:44 PM.39	60	14	27	39	135	135	8.19	246	5.4	2.95	0.514	0
1/24/2018 3:52:43 PM.88	59	13	27	39	135	135	8.16	247	5.4	2.97	0.515	0
1/24/2018 3:52:43 PM.39	59	14	27	39	135	135	8.14	248	5.4	2.95	0.516	0
1/24/2018 3:52:42 PM.88	59	14	26	39	135	135	8.13	248	5.4	2.97	0.519	0
1/24/2018 3:52:42 PM.38	59	14	26	39	135	135	8.13	245	5.3	2.96	0.519	0
1/24/2018 3:52:41 PM.89	59	13	27	39	135	135	8.25	245	5.4	2.97	0.517	0
1/24/2018 3:52:41 PM.38	59	14	26	40	135	135	8.14	246	5.4	2.96	0.519	0
1/24/2018 3:52:40 PM.89	59	14	26	39	135	135	8.17	245	5.3	2.95	0.520	0
1/24/2018 3:52:40 PM.38	59	14	26	39	135	135	8.23	248	5.3	2.96	0.520	0
1/24/2018 3:52:39 PM.88	59	14	26	39	135	135	8.20	243	5.4	2.95	0.517	0
1/24/2018 3:52:39 PM.38	59	14	26	39	135	135	8.16	243	5.4	2.97	0.518	0
1/24/2018 3:52:38 PM.88	59	14	26	40	135	135	8.19	242	5.3	2.97	0.519	0
1/24/2018 3:52:38 PM.39	59	14	26	39	135	135	8.20	242	5.3	2.96	0.519	0
1/24/2018 3:52:37 PM.89	59	14	26	39	135	135	8.19	246	5.3	2.98	0.517	0
1/24/2018 3:52:37 PM.39	59	14	27	40	135	135	8.19	248	5.3	2.98	0.516	0
1/24/2018 3:52:36 PM.88	59	14	27	39	135	135	8.10	243	5.4	2.97	0.518	0
1/24/2018 3:52:36 PM.38	59	13	26	40	135	135	8.19	240	5.4	2.97	0.520	0
1/24/2018 3:52:35 PM.89	59	14	26	40	135	135	8.25	243	5.3	2.96	0.519	0
1/24/2018 3:52:35 PM.39	60	14	26	39	135	135	8.16	243	5.4	2.98	0.520	0
1/24/2018 3:52:34 PM.89	59	14	26	39	135	135	8.20	237	5.4	2.97	0.519	0
1/24/2018 3:52:34 PM.38	59	14	26	39	135	135	8.29	238	5.4	2.96	0.519	0
1/24/2018 3:52:33 PM.88	59	14	26	39	135	135	8.16	241	5.4	2.97	0.519	0
1/24/2018 3:52:33 PM.39	59	13	26	39	135	135	8.16	243	5.3	2.97	0.520	0
1/24/2018 3:52:32 PM.88	59	14	26	39	135	135	8.16	244	5.4	2.97	0.520	0
1/24/2018 3:52:32 PM.39	59	14	26	39	135	135	8.16	243	5.4	2.97	0.519	0
1/24/2018 3:52:31 PM.88	59	14	26	40	135	135	8.09	244	5.4	2.97	0.518	0
1/24/2018 3:52:31 PM.39	59	14	26	39	135	135	8.23	244	5.4	2.96	0.520	0
1/24/2018 3:52:30 PM.88	59	14	26	39	135	135	8.17	241	5.4	2.95	0.522	0
1/24/2018 3:52:30 PM.38	59	14	26	40	135	135	8.17	246	5.4	2.96	0.522	0
1/24/2018 3:52:29 PM.89	59	13	26	39	135	135	8.13	245	5.4	2.96	0.521	0
1/24/2018 3:52:29 PM.39	59	14	26	39	135	135	8.17	243	5.3	2.97	0.522	0
1/24/2018 3:52:28 PM.88	59	13	26	39	135	135	8.17	241	5.4	2.98	0.521	0
1/24/2018 3:52:28 PM.39	58	14	26	40	135	135	8.25	245	5.3	2.97	0.520	0
1/24/2018 3:52:27 PM.88	59	14	26	39	135	135	8.13	243	5.4	2.98	0.521	0
1/24/2018 3:52:27 PM.38	59	14	26	39	135	135	8.17	245	5.4	2.97	0.520	0
1/24/2018 3:52:26 PM.88	59	13	26	39	135	135	8.07	243	5.3	2.95	0.520	0
1/24/2018 3:52:26 PM.38	59	13	26	40	135	135	8.10	243	5.4	2.97	0.520	0
1/24/2018 3:52:25 PM.89	59	14	26	39	135	135	8.07	246	5.3	2.97	0.518	0
1/24/2018 3:52:25 PM.38	59	14	26	39	135	135	8.19	247	5.4	2.97	0.516	0
1/24/2018 3:52:24 PM.89	59	14	27	39	135	135	8.20	243	5.3	2.96	0.517	0
1/24/2018 3:52:24 PM.38	59	14	26	39	134	135	8.16	244	5.3	2.97	0.517	0
1/24/2018 3:52:23 PM.89	59	13	26	39	135	135	8.22	243	5.4	2.97	0.520	0
1/24/2018 3:52:23 PM.38	59	14	26	39	135	135	8.20	245	5.3	2.96	0.520	0
1/24/2018 3:52:22 PM.89	59	14	27	39	135	135	8.20	245	5.3	2.97	0.520	0
1/24/2018 3:52:22 PM.38	60	14	26	39	135	135	8.17	245	5.3	2.95	0.519	0
1/24/2018 3:52:21 PM.88	59	13	27	39	135	135	8.16	244	5.3	2.95	0.517	0
1/24/2018 3:52:21 PM.38	59	14	26	39	135	135	8.01	243	5.4	2.96	0.518	0
1/24/2018 3:52:20 PM.88	59	14	26	39	135	135	8.14	242	5.4	2.95	0.516	0
1/24/2018 3:52:20 PM.38	59	14	26	39	135	135	8.17	245	5.4	2.95	0.515	0
1/24/2018 3:52:19 PM.88	59	14	26	39	135	135	8.17	245	5.4	2.95	0.516	0
1/24/2018 3:52:19 PM.38	59	14	26	39	134	135	8.14	248	5.3	2.95	0.520	0
1/24/2018 3:52:18 PM.88	59	14	27	39	135	135	8.19	248	5.4	2.97	0.521	0
1/24/2018 3:52:18 PM.39	59	14	26	39	135	135	8.14	247	5.4	2.97	0.516	0
1/24/2018 3:52:17 PM.89	59	14	26	39	135	135	8.20	245	5.4	2.95	0.517	0
1/24/2018 3:52:17 PM.39	59	13	26	39	135	135	8.20	240	5.4	2.95	0.516	0
1/24/2018 3:52:16 PM.88	59	13	26	39	135	135	8.20	243	5.4	2.95	0.517	0
1/24/2018 3:52:16 PM.39	58	13	27	39	135	135	8.19	242	5.3	2.97	0.517	0
1/24/2018 3:52:15 PM.88	59	14	26	39	135	135	8.16	240	5.4	2.96	0.519	0
1/24/2018 3:52:15 PM.38	59	14	26	39	135	135	8.10	239	5.3	2.96	0.520	0
1/24/2018 3:52:14 PM.88	58	14	26	39	135	135	8.12	241	5.3	2.96	0.520	0
1/24/2018 3:52:14 PM.38	58	14	26	39	135	135	8.20	245	5.3	2.95	0.520	0
1/24/2018 3:52:13 PM.89	58	14	26	39	135	135	8.19	241	5.4	2.95	0.523	0
1/24/2018 3:52:13 PM.39	59	14	27	39	135	135	8.17	240	5.3	2.97	0.523	0
1/24/2018 3:52:12 PM.88	59	13	26	40	135	135	8.16	245	5.3	2.96	0.521	0
1/24/2018 3:52:12 PM.38	59	14	26	39	135	135	8.01	240	5.4	2.98	0.520	0
1/24/2018 3:52:11 PM.89	59	14	26	39	134	135	8.17	237	5.3	2.97	0.518	0
1/24/2018 3:52:11 PM.38	59	13	26	40	135	135	8.26	243	5.3	2.95	0.518	0
1/24/2018 3:52:10 PM.89	59	14	26	39	135	135	8.19	246	5.3	2.97	0.519	0
1/24/2018 3:52:10 PM.38	59	14	26	39	135	135	8.19	247	5.3	2.95	0.520	0
1/24/2018 3:52:09 PM.88	59	14	26	39	135	135	8.19	241	5.4	2.95	0.520	0
1/24/2018 3:52:09 PM.38	59	14	26	39	135	135	8.26	246	5.3	2.95	0.520	0
1/24/2018 3:52:08 PM.89	59	14	26	39	135	135	8.20	245	5.4	2.97	0.520	0
1/24/2018 3:52:08 PM.38	59	13	26	39	135	135	8.19	242	5.3	2.95	0.522	1
1/24/2018 3:52:07 PM.89	59	14	26	39	135	135	8.17	240	5.3	2.96	0.520	0
1/24/2018 3:52:07 PM.38	59	14	26	39	135	135	8.16	242	5.4	2.95	0.521	0
1/24/2018 3:52:06 PM.88	59	14	26	39	135	135	8.22	247	5.4	2.97	0.521	0
1/24/2018 3:52:06 PM.39	59	13	26	39	135	135	8.16	241	5.4	2.96	0.520	0
1/24/2018 3:52:05 PM.89	59	14	26	39	135	135	8.19	243	5.3	2.96	0.520	0
1/24/2018 3:52:05 PM.38	59	14	27	39	134	135	8.14	243	5.3	2.96	0.522	0
1/24/2018 3:52:04 PM.89	59	14	26	39	135	135	8.10	247	5.4	2.97	0.520	0
1/24/2018 3:52:04 PM.39	59	13	26	39	135	135	8.17	249	5.4	2.96	0.520	0
1/24/2018 3:52:03 PM.88	59	14	26	39	135	135	8.26	245	5.3	2.96	0.520	0
1/24/2018 3:52:03 PM.39	59	14	26	39	135	135	8.29	240	5.4	2.97	0.520	0
1/24/2018 3:52:02 PM.89	59	14	26	39	135	135	8.19	239	5.4	2.95	0.520	0
1/24/2018 3:52:02 PM.38	59	14	26	39	135	135	8.20	240	5.4	2.96	0.520	0
1/24/2018 3:52:01 PM.88	59	13	26	39	135	135	8.14	240	5.4	2.96	0.519	0
1/24/2018 3:52:01 PM.38	59	14	26	39	135	135	8.16	236	5.3	2.97	0.520	1
1/24/2018 3:52:00 PM.88	59	14	27	39	135	135	8.17	240	5.3	2.98	0.519	0
1/24/2018 3:52:00 PM.38	59	14	26	39	135	135	8.32	245	5.3	2.98	0.520	0
1/24/2018 3:51:59 PM.89	59	14	27	39	135	135	8.19	247	5.3	2.97	0.519	1
1/24/2018 3:51:59 PM.39	59	14	27	39	135	135	8.16	243	5.3	2.97	0.520	0
1/24/2018 3:51:58 PM.89	59	14	27	39	135	135	8.25	236	5.4	2.98	0.522	0
1/24/2018 3:51:58 PM.38	59	13	27	39	135	135	8.16	238	5.3	2.96	0.520	0
1/24/2018 3:51:57 PM.89	60	14	27	39	135	135	8.16	235	5.3	2.97	0.520	0
1/24/2018 3:51:57 PM.38	59	14	26	40	135	135	8.26	236	5.3	2.97	0.520	0
1/24/2018 3:51:56 PM.88	59	14	27	39	135	135	8.17	236	5.3	2.95	0.520	0
1/24/2018 3:51:56 PM.39	59	13	27	39	135	135	8.19	236	5.4	2.95	0.520	0
1/24/2018 3:51:55 PM.88	59	14	27	39	135	135	8.12	237	5.4	2.95	0.520	0
1/24/2018 3:51:55 PM.38	59	14	27	39	135	135	8.28	238	5.3	2.95	0.522	0
1/24/2018 3:51:54 PM.88	59	14	26	39	135	135	8.10	244	5.3	2.96	0.520	0
1/24/2018 3:51:54 PM.38	59	14	27	39	135	135	8.19	241	5.4	2.96	0.522	0
1/24/2018 3:51:53 PM.89	59	14	26	40	135	135	8.16	245	5.3	2.95	0.520	0
1/24/2018 3:51:53 PM.38	59	14	26	39	135	135	8.28	242	5.4	2.95	0.520	0
1/24/2018 3:51:52 PM.89	59	14	26	39	135	135	8.19	245	5.4	2.98	0.517	0
1/24/2018 3:51:52 PM.39	59	14	26	39	135	135	8.10	245	5.3	2.97	0.520	0
1/24/2018 3:51:51 PM.88	59	14	26	39	135	135	8.16	242	5.4	2.97	0.522	0
1/24/2018 3:51:51 PM.39	59	14	26	39	135	135	8.17	243	5.4	2.97	0.522	0
1/24/2018 3:51:50 PM.88	59	13	26	39	135	135	8.28	241	5.4	2.97	0.520	0
1/24/2018 3:51:50 PM.38	59	14	26	39	135	135	8.12	238	5.3	2.97	0.521	0
1/24/2018 3:51:49 PM.89	59	14	26	39	135	135	8.19	241	5.3	2.97	0.521	0
1/24/2018 3:51:49 PM.38	59	14	26	39	135	135	8.17	238	5.3	2.97	0.520	0
1/24/2018 3:51:48 PM.89	59	14	26	39	135	135	8.19	238	5.3	2.97	0.520	0
1/24/2018 3:51:48 PM.38	59	13	26	39	135	135	8.17	240	5.3	2.97	0.522	0
1/24/2018 3:51:47 PM.88	59	13	26	39	135	135	8.17	243	5.3	2.97	0.517	0
1/24/2018 3:51:47 PM.38	59	13	26	39	135	135	8.20	247	5.4	2.98	0.520	0
1/24/2018 3:51:46 PM.88	59	14	26	39	135	135	8.03	248	5.3	2.97	0.520	0
1/24/2018 3:51:46 PM.38	59	14	26	39	135	135	8.16	247	5.4	2.98	0.521	0
1/24/2018 3:51:45 PM.89	59	14	27	40	135	135	8.29	246	5.4	2.98	0.516	0
1/24/2018 3:51:45 PM.38	59	14	26	39	135	135	8.23	245	5.4	2.98	0.516	0
1/24/2018 3:51:44 PM.88	59	13	27	39	135	135	8.17	245	5.4	2.97	0.516	0
1/24/2018 3:51:44 PM.39	59	14	27	39	135	135	8.17	243	5.4	2.98	0.516	0
1/24/2018 3:51:43 PM.89	59	13	27	39	135	135	8.13	244	5.3	2.97	0.517	1
1/24/2018 3:51:43 PM.39	59	14	27	39	135	135	8.19	245	5.3	2.97	0.516	0
1/24/2018 3:51:42 PM.89	60	13	27	39	135	135	8.16	245	5.3	2.98	0.518	0
1/24/2018 3:51:42 PM.38	60	14	27	39	135	135	8.23	246	5.3	2.98	0.517	0
1/24/2018 3:51:41 PM.89	60	14	27	39	135	135	8.17	244	5.3	2.98	0.515	0
1/24/2018 3:51:41 PM.39	60	13	27	39	135	135	8.25	245	5.3	2.96	0.516	0
1/24/2018 3:51:40 PM.88	60	14	27	39	135	135	8.17	242	5.3	2.97	0.519	0
1/24/2018 3:51:40 PM.38	60	14	27	39	135	135	8.23	240	5.3	2.96	0.516	0
1/24/2018 3:51:39 PM.88	60	14	27	39	135	135	8.16	245	5.4	2.97	0.520	0
1/24/2018 3:51:39 PM.39	60	13	27	39	135	135	8.26	246	5.4	2.97	0.521	0
1/24/2018 3:51:38 PM.89	60	13	27	39	135	135	8.25	245	5.4	2.97	0.522	0
1/24/2018 3:51:38 PM.39	59	14	27	39	135	135	8.19	246	5.4	2.97	0.520	0
1/24/2018 3:51:37 PM.89	60	14	27	39	135	136	8.17	248	5.4	2.98	0.519	0
1/24/2018 3:51:37 PM.38	59	14	27	40	135	135	8.10	248	5.4	2.97	0.520	0
1/24/2018 3:51:36 PM.88	60	14	27	39	135	135	8.28	248	5.4	2.98	0.520	0
1/24/2018 3:51:36 PM.38	59	14	27	39	135	136	8.19	245	5.4	2.98	0.518	0
1/24/2018 3:51:35 PM.89	59	14	27	39	135	135	8.12	243	5.4	2.98	0.521	0
1/24/2018 3:51:35 PM.38	59	14	27	39	135	135	8.17	243	5.4	2.98	0.522	0
1/24/2018 3:51:34 PM.89	59	14	27	39	135	135	8.13	239	5.4	2.98	0.523	0
1/24/2018 3:51:34 PM.38	59	14	27	39	135	135	8.16	241	5.3	2.98	0.524	0
1/24/2018 3:51:33 PM.88	59	14	26	39	135	135	8.14	245	5.4	2.98	0.523	0
1/24/2018 3:51:33 PM.39	59	14	26	40	135	135	8.04	246	5.3	2.98	0.522	1
1/24/2018 3:51:32 PM.88	59	14	27	39	135	135	8.16	240	5.4	2.98	0.522	0
1/24/2018 3:51:32 PM.38	59	14	26	40	135	135	8.23	239	5.4	2.98	0.523	0
1/24/2018 3:51:31 PM.89	59	14	26	39	135	135	8.20	240	5.4	2.98	0.521	0
1/24/2018 3:51:31 PM.39	59	14	26	39	135	135	8.25	238	5.3	2.98	0.523	0
1/24/2018 3:51:30 PM.89	59	14	26	39	135	135	8.19	239	5.3	2.98	0.521	0
1/24/2018 3:51:30 PM.38	59	14	26	39	135	135	8.17	238	5.4	2.97	0.522	0
1/24/2018 3:51:29 PM.89	59	14	26	39	135	135	8.28	240	5.4	2.98	0.520	0
1/24/2018 3:51:29 PM.39	59	14	26	39	135	135	8.17	245	5.4	2.98	0.520	0
1/24/2018 3:51:28 PM.89	59	14	26	39	135	135	8.14	244	5.4	2.98	0.522	0
1/24/2018 3:51:28 PM.39	59	14	27	39	135	135	8.25	248	5.3	2.98	0.523	0
1/24/2018 3:51:27 PM.88	59	13	26	39	135	135	8.19	241	5.3	2.97	0.523	0
1/24/2018 3:51:27 PM.38	59	14	26	39	135	135	8.17	237	5.3	2.98	0.521	0
1/24/2018 3:51:26 PM.89	59	14	26	39	135	135	8.20	237	5.3	2.98	0.521	0
1/24/2018 3:51:26 PM.39	59	14	26	39	135	135	8.26	236	5.3	2.96	0.521	0
1/24/2018 3:51:25 PM.88	59	14	26	40	135	135	8.06	238	5.3	2.95	0.523	0
1/24/2018 3:51:25 PM.39	59	13	26	39	135	135	8.14	240	5.3	2.97	0.524	0
1/24/2018 3:51:24 PM.88	59	14	26	39	135	135	8.19	245	5.4	2.96	0.522	0
1/24/2018 3:51:24 PM.38	59	13	26	40	135	135	8.19	245	5.3	2.97	0.521	0
1/24/2018 3:51:23 PM.88	59	14	26	40	135	135	8.25	248	5.3	2.98	0.520	0
1/24/2018 3:51:23 PM.39	59	14	26	39	135	135	8.16	248	5.3	2.97	0.520	0
1/24/2018 3:51:22 PM.89	59	14	26	39	135	135	8.28	246	5.3	2.98	0.520	0
1/24/2018 3:51:22 PM.39	59	14	26	39	135	135	8.13	249	5.4	2.97	0.520	0
1/24/2018 3:51:21 PM.89	59	14	26	39	135	135	8.29	248	5.3	2.98	0.520	0
1/24/2018 3:51:21 PM.39	59	14	26	39	135	135	8.19	248	5.3	2.98	0.520	0
1/24/2018 3:51:20 PM.88	59	14	26	39	135	135	8.16	248	5.3	2.98	0.520	0
1/24/2018 3:51:20 PM.39	60	14	26	40	135	135	8.23	249	5.3	2.98	0.520	0
1/24/2018 3:51:19 PM.89	60	13	26	39	135	135	7.98	250	5.3	2.98	0.523	0
1/24/2018 3:51:19 PM.39	59	14	26	39	135	135	8.26	245	5.4	2.97	0.520	0
1/24/2018 3:51:18 PM.88	60	13	26	39	135	135	8.17	250	5.4	2.98	0.522	0
1/24/2018 3:51:18 PM.38	59	14	26	39	135	135	8.17	250	5.3	2.98	0.521	0
1/24/2018 3:51:17 PM.88	59	13	26	39	135	135	8.19	249	5.3	2.98	0.522	0
1/24/2018 3:51:17 PM.39	59	14	26	39	135	135	8.17	248	5.3	2.98	0.520	0
1/24/2018 3:51:16 PM.89	59	13	26	39	135	135	8.20	247	5.3	2.98	0.522	0
1/24/2018 3:51:16 PM.38	59	14	26	39	135	135	8.22	247	5.3	2.97	0.523	1
1/24/2018 3:51:15 PM.89	59	14	26	39	135	135	8.16	247	5.3	2.98	0.525	0
1/24/2018 3:51:15 PM.38	58	14	26	39	135	135	8.19	241	5.4	2.98	0.523	0
1/24/2018 3:51:14 PM.88	59	13	26	39	135	135	8.25	240	5.3	2.98	0.522	0
1/24/2018 3:51:14 PM.39	59	13	26	39	135	135	8.22	240	5.4	2.98	0.521	0
1/24/2018 3:51:13 PM.89	59	13	26	39	135	135	8.20	240	5.3	2.98	0.522	0
1/24/2018 3:51:13 PM.39	59	14	26	39	135	135	8.19	240	5.3	2.98	0.523	0
1/24/2018 3:51:12 PM.88	59	14	27	39	135	135	8.20	244	5.3	2.98	0.526	0
1/24/2018 3:51:12 PM.38	58	13	27	39	135	135	8.13	246	5.3	2.97	0.523	0
1/24/2018 3:51:11 PM.89	59	13	26	39	135	135	8.17	248	5.4	2.97	0.522	0
1/24/2018 3:51:11 PM.38	59	14	26	39	135	135	8.20	245	5.3	2.98	0.522	0
1/24/2018 3:51:10 PM.89	59	14	26	39	135	135	8.17	244	5.3	2.96	0.522	0
1/24/2018 3:51:10 PM.39	59	14	26	39	135	135	8.13	245	5.4	2.96	0.522	0
1/24/2018 3:51:09 PM.89	59	14	27	39	135	135	8.13	243	5.3	2.97	0.522	0
1/24/2018 3:51:09 PM.38	59	14	26	39	135	135	8.25	243	5.3	2.96	0.524	0
1/24/2018 3:51:08 PM.88	59	14	26	39	135	135	8.22	241	5.4	2.96	0.520	0
1/24/2018 3:51:08 PM.39	59	14	26	39	135	135	8.12	242	5.3	2.97	0.522	0
1/24/2018 3:51:07 PM.88	59	14	26	39	135	135	8.25	246	5.3	2.98	0.521	0
1/24/2018 3:51:07 PM.38	59	13	26	39	135	135	8.07	243	5.3	2.97	0.522	0
1/24/2018 3:51:06 PM.89	59	14	26	39	135	135	8.07	239	5.3	2.97	0.522	1
1/24/2018 3:51:06 PM.38	58	14	26	39	135	135	8.07	236	5.4	2.98	0.520	0
1/24/2018 3:51:05 PM.89	59	14	26	39	135	135	8.35	238	5.3	2.97	0.523	0
1/24/2018 3:51:05 PM.38	59	14	26	39	135	135	8.32	237	5.3	2.98	0.524	0
1/24/2018 3:51:04 PM.88	59	13	27	39	135	135	8.13	240	5.3	2.96	0.524	0
1/24/2018 3:51:04 PM.39	59	14	26	39	135	135	8.19	243	5.3	2.95	0.524	0
1/24/2018 3:51:03 PM.89	59	14	26	39	135	135	8.06	246	5.3	2.96	0.522	0
1/24/2018 3:51:03 PM.39	59	14	26	39	135	135	8.20	243	5.3	2.97	0.523	0
1/24/2018 3:51:02 PM.89	59	14	26	39	135	135	8.20	245	5.3	2.98	0.522	0
1/24/2018 3:51:02 PM.38	59	13	26	39	135	135	8.25	239	5.3	2.98	0.522	0
1/24/2018 3:51:01 PM.88	59	14	26	39	135	135	8.23	240	5.3	2.97	0.522	0
1/24/2018 3:51:01 PM.38	59	14	26	39	135	135	8.29	243	5.3	2.97	0.522	0
1/24/2018 3:51:00 PM.88	59	13	27	39	135	135	8.14	246	5.4	2.97	0.524	0
1/24/2018 3:51:00 PM.38	59	14	26	39	135	135	8.26	246	5.3	2.98	0.523	0
1/24/2018 3:50:59 PM.88	59	14	26	39	135	135	8.20	244	5.3	2.97	0.523	0
1/24/2018 3:50:59 PM.38	59	14	26	39	135	135	8.22	244	5.3	2.96	0.522	0
1/24/2018 3:50:58 PM.88	59	14	26	40	135	135	8.23	239	5.3	2.97	0.523	0
1/24/2018 3:50:58 PM.39	59	14	26	39	135	135	8.14	243	5.3	2.98	0.523	0
1/24/2018 3:50:57 PM.89	59	14	26	39	135	135	8.25	242	5.3	2.98	0.521	0
1/24/2018 3:50:57 PM.39	59	14	26	39	135	135	8.22	245	5.4	2.98	0.523	0
1/24/2018 3:50:56 PM.89	59	14	27	39	135	135	8.19	244	5.3	2.97	0.520	0
1/24/2018 3:50:56 PM.38	59	14	27	39	135	135	8.16	245	5.3	2.98	0.522	0
1/24/2018 3:50:55 PM.88	59	13	26	39	135	135	8.19	245	5.3	2.97	0.523	0
1/24/2018 3:50:55 PM.39	59	14	26	39	135	135	8.23	239	5.3	2.96	0.522	0
1/24/2018 3:50:54 PM.88	59	13	26	39	135	135	8.09	243	5.3	2.95	0.523	0
1/24/2018 3:50:54 PM.38	59	14	26	39	135	135	8.16	243	5.3	2.95	0.523	0
1/24/2018 3:50:53 PM.89	59	14	26	39	135	135	8.19	240	5.3	2.96	0.520	0
1/24/2018 3:50:53 PM.38	59	14	26	39	135	135	8.20	241	5.3	2.95	0.520	0
