G.U.N.T. Geraetebau GmbH
ET850

1/24/2018 NKD 

Time	T1 (°C)	T2 (°C)	T3 (°C)	T4 (°C)	T5 (°C)	T6 (°C)	F1 (l/h)	F2 (l/h)	F3 (l/min)	p1 (bar)	p2 (bar)	P (W)
1/24/2018 4:21:55 PM.87	58	14	30	40	135	145	6.30	197	5.4	2.97	0.466	0
1/24/2018 4:21:55 PM.37	58	14	29	40	135	145	6.24	197	5.3	2.97	0.467	0
1/24/2018 4:21:54 PM.87	58	14	29	40	135	145	6.21	196	5.3	2.98	0.464	0
1/24/2018 4:21:54 PM.37	58	14	29	40	135	145	6.17	193	5.4	2.97	0.465	0
1/24/2018 4:21:53 PM.87	58	14	29	40	135	144	6.23	192	5.3	2.96	0.466	1
1/24/2018 4:21:53 PM.37	58	14	29	40	135	145	6.25	195	5.3	2.95	0.468	0
1/24/2018 4:21:52 PM.87	58	13	29	40	135	145	6.39	198	5.3	2.95	0.466	0
1/24/2018 4:21:52 PM.37	58	14	29	40	135	144	6.27	194	5.3	2.94	0.468	0
1/24/2018 4:21:51 PM.87	57	14	29	40	135	145	6.27	194	5.4	2.94	0.467	0
1/24/2018 4:21:51 PM.37	58	14	30	39	135	145	6.17	198	5.4	2.95	0.467	0
1/24/2018 4:21:50 PM.87	57	14	30	40	135	146	6.11	198	5.4	2.93	0.467	1
1/24/2018 4:21:50 PM.37	58	14	30	40	134	146	6.21	198	5.3	2.93	0.464	0
1/24/2018 4:21:49 PM.87	58	14	30	40	135	146	6.06	197	5.3	2.94	0.464	0
1/24/2018 4:21:49 PM.37	58	14	30	40	134	146	6.27	196	5.3	2.92	0.464	0
1/24/2018 4:21:48 PM.87	58	14	29	40	135	146	6.21	194	5.4	2.94	0.464	1
1/24/2018 4:21:48 PM.37	58	14	30	40	135	146	6.20	196	5.4	2.94	0.464	0
1/24/2018 4:21:47 PM.87	58	14	30	40	135	146	6.21	192	5.4	2.93	0.464	1
1/24/2018 4:21:47 PM.37	58	14	30	40	135	145	6.24	196	5.4	2.94	0.464	0
1/24/2018 4:21:46 PM.87	58	14	30	40	135	145	6.20	195	5.4	2.93	0.465	0
1/24/2018 4:21:46 PM.37	58	14	30	40	135	145	6.23	190	5.4	2.94	0.466	0
1/24/2018 4:21:45 PM.87	58	14	30	40	135	145	6.25	191	5.4	2.93	0.466	0
1/24/2018 4:21:45 PM.37	58	14	30	40	135	145	6.25	196	5.4	2.95	0.466	0
1/24/2018 4:21:44 PM.87	58	14	30	40	135	145	6.31	193	5.4	2.94	0.465	0
1/24/2018 4:21:44 PM.37	58	14	30	40	134	145	6.27	195	5.4	2.93	0.464	0
1/24/2018 4:21:43 PM.87	58	14	30	40	135	145	6.11	193	5.4	2.92	0.466	0
1/24/2018 4:21:43 PM.37	58	14	30	40	134	145	6.20	198	5.4	2.93	0.467	0
1/24/2018 4:21:42 PM.87	59	14	30	40	135	145	6.18	197	5.4	2.94	0.465	0
1/24/2018 4:21:42 PM.37	58	14	30	40	135	145	6.09	193	5.4	2.93	0.465	0
1/24/2018 4:21:41 PM.87	59	14	30	40	135	145	6.30	191	5.4	2.92	0.466	0
1/24/2018 4:21:41 PM.37	58	14	30	40	134	145	6.14	192	5.4	2.94	0.468	0
1/24/2018 4:21:40 PM.87	58	14	29	40	135	145	6.24	195	5.4	2.93	0.470	0
1/24/2018 4:21:40 PM.37	58	14	29	40	135	146	6.17	196	5.4	2.94	0.469	0
1/24/2018 4:21:39 PM.87	58	13	30	40	135	146	6.23	192	5.4	2.95	0.468	0
1/24/2018 4:21:39 PM.37	58	14	29	40	135	146	6.24	196	5.4	2.94	0.467	0
1/24/2018 4:21:38 PM.87	58	14	29	40	135	146	6.23	193	5.4	2.95	0.468	0
1/24/2018 4:21:38 PM.37	58	13	29	40	135	146	6.33	197	5.4	2.95	0.466	0
1/24/2018 4:21:37 PM.87	58	13	29	40	135	146	6.15	198	5.4	2.96	0.466	0
1/24/2018 4:21:37 PM.37	58	14	29	40	134	146	6.14	197	5.3	2.96	0.468	0
1/24/2018 4:21:36 PM.87	58	14	29	40	135	146	6.27	198	5.4	2.96	0.467	1
1/24/2018 4:21:36 PM.37	58	14	29	40	134	146	6.30	200	5.3	2.95	0.468	0
1/24/2018 4:21:35 PM.87	58	14	29	40	134	146	6.30	201	5.4	2.96	0.466	0
1/24/2018 4:21:35 PM.37	58	14	29	40	134	146	6.24	197	5.4	2.95	0.466	0
1/24/2018 4:21:34 PM.87	58	13	30	40	135	145	6.37	195	5.4	2.94	0.466	0
1/24/2018 4:21:34 PM.37	58	14	30	40	134	145	6.30	198	5.4	2.95	0.463	1
1/24/2018 4:21:33 PM.87	58	14	30	40	135	145	6.36	198	5.4	2.94	0.464	0
1/24/2018 4:21:33 PM.37	58	14	30	39	135	145	6.24	198	5.4	2.93	0.464	0
1/24/2018 4:21:32 PM.87	58	14	29	40	135	144	6.33	198	5.4	2.94	0.466	0
1/24/2018 4:21:32 PM.37	58	14	29	40	135	144	6.33	193	5.4	2.93	0.465	0
1/24/2018 4:21:31 PM.87	59	14	30	40	135	144	6.30	192	5.4	2.93	0.464	0
1/24/2018 4:21:31 PM.37	58	14	30	40	135	144	6.33	193	5.3	2.92	0.466	0
1/24/2018 4:21:30 PM.87	58	14	30	40	135	144	6.24	193	5.4	2.92	0.466	0
1/24/2018 4:21:30 PM.37	58	14	29	40	135	144	6.31	196	5.4	2.93	0.468	0
1/24/2018 4:21:29 PM.87	58	14	29	40	135	144	6.31	195	5.4	2.92	0.469	0
1/24/2018 4:21:29 PM.37	58	14	29	40	135	144	6.34	198	5.4	2.94	0.469	0
1/24/2018 4:21:28 PM.87	58	14	30	40	135	144	6.33	197	5.4	2.95	0.467	0
1/24/2018 4:21:28 PM.37	58	14	29	40	135	144	6.34	194	5.4	2.95	0.467	0
1/24/2018 4:21:27 PM.87	58	14	29	40	135	144	6.31	193	5.4	2.95	0.467	0
1/24/2018 4:21:27 PM.37	58	14	29	40	135	144	6.17	198	5.4	2.95	0.467	0
1/24/2018 4:21:26 PM.87	58	14	30	40	135	143	6.23	191	5.3	2.95	0.469	1
1/24/2018 4:21:26 PM.37	57	14	29	40	135	144	6.23	191	5.4	2.95	0.468	0
1/24/2018 4:21:25 PM.87	58	14	29	40	135	144	6.33	192	5.3	2.96	0.470	0
1/24/2018 4:21:25 PM.37	58	13	29	40	135	143	6.33	196	5.3	2.97	0.467	0
1/24/2018 4:21:24 PM.87	58	14	29	40	135	144	6.33	195	5.3	2.98	0.466	0
1/24/2018 4:21:24 PM.37	58	14	29	40	135	143	6.30	196	5.4	2.97	0.466	0
1/24/2018 4:21:23 PM.87	58	14	29	40	135	143	6.37	198	5.3	2.95	0.466	0
1/24/2018 4:21:23 PM.37	58	14	30	40	135	143	6.21	195	5.3	2.94	0.464	0
1/24/2018 4:21:22 PM.87	58	14	29	40	135	143	6.23	198	5.3	2.95	0.464	0
1/24/2018 4:21:22 PM.37	58	14	29	40	135	143	6.40	193	5.4	2.95	0.464	0
1/24/2018 4:21:21 PM.87	58	14	29	40	135	142	6.31	197	5.4	2.93	0.464	0
1/24/2018 4:21:21 PM.37	58	14	29	40	134	142	6.30	197	5.3	2.92	0.467	0
1/24/2018 4:21:20 PM.87	58	14	29	40	135	142	6.40	193	5.3	2.91	0.466	1
1/24/2018 4:21:20 PM.37	58	14	29	40	135	142	6.31	193	5.4	2.93	0.466	0
1/24/2018 4:21:19 PM.87	58	14	29	40	135	142	6.34	195	5.4	2.93	0.466	0
1/24/2018 4:21:19 PM.37	58	14	30	40	135	141	6.31	198	5.4	2.91	0.467	0
1/24/2018 4:21:18 PM.87	58	14	29	40	135	141	6.37	196	5.3	2.93	0.468	0
1/24/2018 4:21:18 PM.37	58	14	30	40	135	141	6.33	199	5.4	2.92	0.467	1
1/24/2018 4:21:17 PM.87	58	14	30	40	135	141	6.34	196	5.3	2.94	0.466	0
1/24/2018 4:21:17 PM.37	58	14	30	40	134	141	6.28	198	5.3	2.93	0.467	0
1/24/2018 4:21:16 PM.87	58	14	30	40	135	141	6.36	194	5.3	2.93	0.466	0
1/24/2018 4:21:16 PM.37	58	13	29	40	135	141	6.25	197	5.3	2.94	0.466	0
1/24/2018 4:21:15 PM.87	58	14	30	40	135	141	6.34	191	5.3	2.95	0.467	0
1/24/2018 4:21:15 PM.37	58	14	30	40	135	141	6.30	195	5.3	2.95	0.467	1
1/24/2018 4:21:14 PM.87	58	14	30	40	135	141	6.30	195	5.3	2.95	0.467	0
1/24/2018 4:21:14 PM.37	58	14	30	40	135	141	6.30	192	5.4	2.95	0.467	0
1/24/2018 4:21:13 PM.87	58	14	30	40	135	141	6.31	192	5.4	2.96	0.470	0
1/24/2018 4:21:13 PM.37	58	13	30	40	135	141	6.31	193	5.3	2.95	0.469	1
1/24/2018 4:21:12 PM.87	58	14	30	40	135	141	6.25	192	5.3	2.96	0.467	1
1/24/2018 4:21:12 PM.37	58	13	29	40	135	141	6.31	195	5.4	2.95	0.468	0
1/24/2018 4:21:11 PM.87	58	14	30	40	135	141	6.34	197	5.3	2.95	0.467	0
1/24/2018 4:21:11 PM.37	58	14	29	40	135	141	6.28	193	5.3	2.95	0.468	0
1/24/2018 4:21:10 PM.87	58	13	30	40	134	141	6.30	191	5.4	2.94	0.470	0
1/24/2018 4:21:10 PM.37	58	14	30	40	135	140	6.25	192	5.4	2.94	0.470	0
1/24/2018 4:21:09 PM.87	58	13	30	40	135	140	6.47	194	5.3	2.95	0.467	0
1/24/2018 4:21:09 PM.37	58	14	30	40	135	140	6.34	196	5.3	2.95	0.468	0
1/24/2018 4:21:08 PM.87	58	14	30	40	135	140	6.40	198	5.3	2.94	0.467	0
1/24/2018 4:21:08 PM.37	58	14	30	40	135	140	6.30	199	5.4	2.94	0.467	0
1/24/2018 4:21:07 PM.87	58	14	30	40	135	139	6.42	200	5.3	2.93	0.467	1
1/24/2018 4:21:07 PM.37	58	14	30	40	135	139	6.34	200	5.3	2.93	0.468	0
1/24/2018 4:21:06 PM.87	58	14	30	40	134	139	6.30	200	5.3	2.94	0.467	0
1/24/2018 4:21:06 PM.37	58	14	30	40	135	139	6.34	195	5.3	2.94	0.466	0
1/24/2018 4:21:05 PM.87	58	14	30	40	135	139	6.25	195	5.3	2.94	0.466	0
1/24/2018 4:21:05 PM.37	58	14	30	40	135	139	6.28	195	5.4	2.93	0.466	0
1/24/2018 4:21:04 PM.87	58	14	29	40	135	139	6.31	193	5.3	2.93	0.467	0
1/24/2018 4:21:04 PM.37	58	14	30	40	135	138	6.49	193	5.4	2.94	0.466	0
1/24/2018 4:21:03 PM.87	58	14	29	40	135	138	6.34	193	5.4	2.95	0.467	0
1/24/2018 4:21:03 PM.37	58	14	29	40	135	138	6.27	191	5.4	2.94	0.469	0
1/24/2018 4:21:02 PM.87	58	14	29	40	135	138	6.31	194	5.4	2.95	0.466	0
1/24/2018 4:21:02 PM.37	58	13	29	40	135	139	6.28	195	5.4	2.95	0.467	1
1/24/2018 4:21:01 PM.87	58	14	29	40	135	139	6.37	197	5.3	2.95	0.464	0
1/24/2018 4:21:01 PM.37	58	14	29	40	135	139	6.31	195	5.3	2.96	0.467	1
1/24/2018 4:21:00 PM.87	58	14	29	40	135	140	6.33	196	5.4	2.95	0.464	0
1/24/2018 4:21:00 PM.37	58	13	29	40	135	141	6.31	200	5.3	2.94	0.465	0
1/24/2018 4:20:59 PM.87	58	13	30	40	135	141	6.34	200	5.4	2.95	0.468	0
1/24/2018 4:20:59 PM.37	58	13	29	40	135	142	6.30	200	5.4	2.97	0.467	0
1/24/2018 4:20:58 PM.87	58	14	29	40	135	142	6.31	198	5.3	2.95	0.467	0
1/24/2018 4:20:58 PM.37	58	14	29	40	135	142	6.40	199	5.4	2.95	0.466	0
1/24/2018 4:20:57 PM.87	58	14	30	40	135	142	6.33	195	5.4	2.96	0.467	0
1/24/2018 4:20:57 PM.37	58	14	29	40	135	142	6.33	198	5.4	2.95	0.465	0
1/24/2018 4:20:56 PM.87	58	14	29	40	135	141	6.27	197	5.3	2.95	0.465	0
1/24/2018 4:20:56 PM.37	58	14	29	40	135	141	6.23	191	5.3	2.95	0.466	1
1/24/2018 4:20:55 PM.87	58	14	30	40	135	142	6.28	195	5.3	2.94	0.464	0
1/24/2018 4:20:55 PM.37	58	14	30	40	135	141	6.28	195	5.3	2.92	0.465	0
1/24/2018 4:20:54 PM.87	58	14	29	40	135	141	6.23	195	5.3	2.92	0.467	0
1/24/2018 4:20:54 PM.37	58	14	29	40	134	141	6.36	193	5.3	2.93	0.466	0
1/24/2018 4:20:53 PM.87	58	14	29	40	135	141	6.36	195	5.3	2.93	0.466	0
1/24/2018 4:20:53 PM.37	58	14	29	40	135	141	6.23	190	5.4	2.93	0.466	0
1/24/2018 4:20:52 PM.87	58	14	29	40	134	141	6.42	191	5.4	2.93	0.466	0
1/24/2018 4:20:52 PM.37	58	14	29	40	135	140	6.30	198	5.4	2.93	0.464	0
1/24/2018 4:20:51 PM.87	58	14	29	40	135	141	6.40	198	5.3	2.94	0.468	0
1/24/2018 4:20:51 PM.37	58	13	29	40	135	141	6.39	196	5.3	2.94	0.467	1
1/24/2018 4:20:50 PM.87	58	13	29	40	135	140	6.39	193	5.3	2.95	0.470	0
1/24/2018 4:20:50 PM.37	58	13	29	40	135	140	6.43	195	5.4	2.94	0.467	0
1/24/2018 4:20:49 PM.87	58	14	29	40	135	140	6.28	193	5.3	2.95	0.470	0
1/24/2018 4:20:49 PM.37	58	13	29	40	135	140	6.37	196	5.4	2.94	0.470	0
1/24/2018 4:20:48 PM.87	58	14	30	40	135	140	6.21	193	5.4	2.95	0.469	0
1/24/2018 4:20:48 PM.37	58	13	29	40	134	140	6.30	192	5.4	2.94	0.468	0
1/24/2018 4:20:47 PM.87	58	14	29	40	135	141	6.37	191	5.3	2.95	0.468	0
1/24/2018 4:20:47 PM.37	58	13	29	40	135	140	6.40	191	5.3	2.93	0.469	0
1/24/2018 4:20:46 PM.87	58	14	30	40	135	140	6.37	194	5.3	2.95	0.470	0
1/24/2018 4:20:46 PM.37	58	14	29	40	135	140	6.40	193	5.3	2.93	0.468	1
1/24/2018 4:20:45 PM.87	58	14	29	40	135	141	6.43	191	5.3	2.94	0.469	0
1/24/2018 4:20:45 PM.37	58	14	29	40	135	141	6.27	193	5.3	2.95	0.467	0
1/24/2018 4:20:44 PM.87	58	14	29	40	134	141	6.40	195	5.3	2.95	0.469	0
1/24/2018 4:20:44 PM.37	58	14	29	40	135	141	6.55	198	5.3	2.95	0.467	0
1/24/2018 4:20:43 PM.87	58	14	29	40	135	141	6.43	195	5.3	2.95	0.470	0
1/24/2018 4:20:43 PM.37	58	14	30	40	135	142	6.46	196	5.3	2.94	0.467	0
1/24/2018 4:20:42 PM.87	58	14	29	40	135	142	6.47	196	5.3	2.96	0.467	0
1/24/2018 4:20:42 PM.37	58	14	29	40	135	142	6.45	195	5.3	2.95	0.468	0
1/24/2018 4:20:41 PM.87	57	14	29	40	135	142	6.47	198	5.3	2.95	0.469	0
1/24/2018 4:20:41 PM.37	57	14	29	40	135	143	6.50	198	5.4	2.94	0.470	0
1/24/2018 4:20:40 PM.87	58	14	29	40	135	143	6.46	197	5.3	2.95	0.470	0
1/24/2018 4:20:40 PM.37	58	14	29	40	135	143	6.39	195	5.4	2.94	0.470	0
1/24/2018 4:20:39 PM.87	58	14	30	40	135	143	6.31	195	5.3	2.94	0.470	0
1/24/2018 4:20:39 PM.37	58	14	29	40	135	143	6.33	192	5.3	2.94	0.468	0
1/24/2018 4:20:38 PM.87	58	13	29	40	135	143	6.43	194	5.3	2.94	0.468	0
1/24/2018 4:20:38 PM.37	58	13	29	40	134	143	6.46	193	5.4	2.93	0.468	0
1/24/2018 4:20:37 PM.87	58	13	30	40	135	142	6.46	193	5.3	2.94	0.470	0
1/24/2018 4:20:37 PM.37	58	14	29	40	134	142	6.39	191	5.4	2.93	0.467	0
1/24/2018 4:20:36 PM.87	58	14	30	40	134	142	6.46	198	5.4	2.92	0.468	0
1/24/2018 4:20:36 PM.37	58	14	30	40	135	142	6.43	197	5.3	2.93	0.467	0
1/24/2018 4:20:35 PM.87	58	14	30	40	135	141	6.31	198	5.3	2.91	0.467	0
1/24/2018 4:20:35 PM.37	58	14	30	40	135	141	6.40	196	5.4	2.92	0.470	0
1/24/2018 4:20:34 PM.87	58	14	30	40	135	141	6.28	199	5.3	2.91	0.469	0
1/24/2018 4:20:34 PM.37	58	13	30	40	135	141	6.45	197	5.3	2.91	0.467	0
1/24/2018 4:20:33 PM.87	58	14	30	40	135	141	6.42	195	5.3	2.92	0.468	0
1/24/2018 4:20:33 PM.37	58	13	30	40	135	141	6.40	195	5.3	2.93	0.468	0
1/24/2018 4:20:32 PM.87	58	13	30	40	135	140	6.46	198	5.4	2.94	0.470	0
1/24/2018 4:20:32 PM.37	58	13	30	40	135	140	6.33	193	5.4	2.95	0.470	0
1/24/2018 4:20:31 PM.87	58	13	30	40	135	140	6.28	188	5.3	2.95	0.470	0
1/24/2018 4:20:31 PM.37	58	14	29	40	135	140	6.36	190	5.3	2.95	0.466	0
1/24/2018 4:20:30 PM.87	58	14	30	40	135	140	6.37	193	5.3	2.96	0.466	0
1/24/2018 4:20:30 PM.37	58	14	30	40	135	139	6.46	199	5.4	2.95	0.466	0
1/24/2018 4:20:29 PM.87	58	14	30	40	135	139	6.43	193	5.3	2.95	0.467	0
1/24/2018 4:20:29 PM.37	58	14	29	40	135	139	6.42	191	5.3	2.95	0.470	0
1/24/2018 4:20:28 PM.87	58	14	29	40	135	139	6.40	192	5.3	2.95	0.470	0
1/24/2018 4:20:28 PM.37	58	14	29	40	135	139	6.36	193	5.3	2.95	0.473	0
1/24/2018 4:20:27 PM.87	58	14	29	40	135	139	6.33	193	5.3	2.92	0.471	1
1/24/2018 4:20:27 PM.37	58	14	29	40	134	139	6.37	194	5.3	2.92	0.470	0
1/24/2018 4:20:26 PM.87	58	14	29	40	135	139	6.39	193	5.3	2.92	0.470	0
1/24/2018 4:20:26 PM.37	58	14	30	40	134	139	6.43	196	5.3	2.93	0.469	0
1/24/2018 4:20:25 PM.87	58	13	29	40	134	139	6.52	198	5.3	2.93	0.470	0
1/24/2018 4:20:25 PM.37	58	14	29	40	135	140	6.37	195	5.4	2.93	0.470	0
1/24/2018 4:20:24 PM.87	58	13	29	40	135	140	6.43	193	5.3	2.92	0.472	0
1/24/2018 4:20:24 PM.37	57	14	29	40	135	141	6.39	195	5.3	2.93	0.470	0
1/24/2018 4:20:23 PM.87	57	14	29	40	135	141	6.36	194	5.4	2.94	0.472	0
1/24/2018 4:20:23 PM.37	57	13	29	40	135	141	6.33	193	5.4	2.94	0.471	0
1/24/2018 4:20:22 PM.88	57	13	29	40	135	141	6.27	196	5.4	2.95	0.470	0
1/24/2018 4:20:22 PM.37	57	14	30	40	135	141	6.27	194	5.3	2.95	0.472	0
1/24/2018 4:20:21 PM.87	57	14	29	40	134	141	6.36	198	5.3	2.94	0.471	0
1/24/2018 4:20:21 PM.37	58	14	29	40	135	140	6.36	194	5.3	2.93	0.471	0
1/24/2018 4:20:20 PM.87	58	14	29	40	135	140	6.52	195	5.3	2.94	0.470	0
1/24/2018 4:20:20 PM.37	58	14	29	40	134	140	6.55	192	5.3	2.95	0.470	0
1/24/2018 4:20:19 PM.87	58	14	29	40	135	140	6.42	197	5.4	2.94	0.470	0
1/24/2018 4:20:19 PM.37	58	14	29	40	134	140	6.37	195	5.3	2.93	0.472	0
1/24/2018 4:20:18 PM.87	58	14	29	40	134	140	6.34	192	5.4	2.94	0.470	0
1/24/2018 4:20:18 PM.37	58	14	30	40	135	140	6.37	193	5.4	2.92	0.471	0
1/24/2018 4:20:17 PM.87	58	14	29	40	135	140	6.27	191	5.4	2.93	0.470	0
1/24/2018 4:20:17 PM.37	58	14	29	40	135	140	6.39	191	5.4	2.91	0.470	0
1/24/2018 4:20:16 PM.88	58	14	30	40	134	140	6.30	191	5.4	2.93	0.470	0
1/24/2018 4:20:16 PM.37	58	14	30	40	135	140	6.31	191	5.4	2.93	0.470	0
1/24/2018 4:20:15 PM.87	58	14	29	40	135	139	6.15	192	5.4	2.93	0.470	1
1/24/2018 4:20:15 PM.37	58	13	30	40	135	140	6.28	191	5.4	2.93	0.472	0
1/24/2018 4:20:14 PM.87	58	14	29	40	135	140	6.34	195	5.3	2.94	0.471	0
1/24/2018 4:20:14 PM.38	58	14	30	40	135	140	6.36	197	5.4	2.95	0.473	0
1/24/2018 4:20:13 PM.87	58	14	30	40	135	141	6.43	195	5.3	2.96	0.473	0
1/24/2018 4:20:13 PM.37	58	13	30	40	135	141	6.40	193	5.3	2.95	0.470	0
1/24/2018 4:20:12 PM.87	58	13	30	40	135	141	6.39	193	5.4	2.95	0.470	0
1/24/2018 4:20:12 PM.37	58	14	29	40	135	141	6.31	195	5.3	2.96	0.472	0
1/24/2018 4:20:11 PM.87	58	14	29	40	135	141	6.39	195	5.3	2.95	0.472	0
1/24/2018 4:20:11 PM.37	58	14	29	40	134	141	6.43	191	5.3	2.95	0.471	0
1/24/2018 4:20:10 PM.87	58	14	29	40	135	142	6.37	195	5.4	2.95	0.471	0
1/24/2018 4:20:10 PM.37	58	14	29	40	135	142	6.33	197	5.3	2.94	0.470	0
1/24/2018 4:20:09 PM.87	58	14	29	40	135	142	6.36	195	5.3	2.95	0.473	0
1/24/2018 4:20:09 PM.37	58	13	29	40	134	142	6.30	193	5.4	2.95	0.470	0
1/24/2018 4:20:08 PM.87	58	14	29	40	135	143	6.33	191	5.4	2.95	0.469	0
1/24/2018 4:20:08 PM.37	58	14	29	40	135	143	6.31	198	5.4	2.95	0.472	0
1/24/2018 4:20:07 PM.87	58	13	29	40	135	143	6.36	197	5.4	2.95	0.472	0
1/24/2018 4:20:07 PM.37	58	14	29	40	134	143	6.40	195	5.4	2.94	0.473	0
1/24/2018 4:20:06 PM.87	57	14	29	40	135	143	6.43	197	5.4	2.94	0.473	0
1/24/2018 4:20:06 PM.37	58	13	29	40	135	143	6.39	194	5.4	2.92	0.471	0
1/24/2018 4:20:05 PM.87	58	14	29	40	135	143	6.31	198	5.4	2.93	0.473	0
1/24/2018 4:20:05 PM.37	58	14	29	40	135	142	6.25	194	5.4	2.93	0.473	0
1/24/2018 4:20:04 PM.87	58	14	29	40	134	143	6.43	195	5.4	2.93	0.473	0
1/24/2018 4:20:04 PM.37	58	14	29	40	135	142	6.33	191	5.3	2.95	0.472	0
1/24/2018 4:20:03 PM.87	58	14	29	40	135	142	6.30	194	5.3	2.95	0.470	0
1/24/2018 4:20:03 PM.38	58	14	29	40	135	142	6.33	191	5.3	2.95	0.473	0
1/24/2018 4:20:02 PM.87	58	14	29	40	135	142	6.45	188	5.3	2.95	0.471	0
1/24/2018 4:20:02 PM.37	58	14	29	40	135	141	6.39	195	5.4	2.95	0.470	0
1/24/2018 4:20:01 PM.87	58	14	29	40	135	141	6.36	193	5.3	2.95	0.470	0
1/24/2018 4:20:01 PM.37	58	14	29	40	135	141	6.46	193	5.4	2.96	0.470	0
1/24/2018 4:20:00 PM.87	58	13	29	40	135	140	6.37	192	5.4	2.94	0.473	0
1/24/2018 4:20:00 PM.37	58	14	29	40	135	140	6.27	195	5.4	2.95	0.472	0
1/24/2018 4:19:59 PM.87	58	14	29	40	135	140	6.36	197	5.4	2.93	0.472	0
1/24/2018 4:19:59 PM.37	58	14	29	40	135	140	6.37	198	5.4	2.94	0.471	0
1/24/2018 4:19:58 PM.87	59	14	29	40	135	139	6.40	200	5.4	2.94	0.472	0
1/24/2018 4:19:58 PM.37	58	14	29	40	135	139	6.43	197	5.4	2.95	0.472	0
1/24/2018 4:19:57 PM.87	58	14	29	40	135	139	6.30	195	5.4	2.94	0.471	0
1/24/2018 4:19:57 PM.37	58	14	30	40	134	139	6.45	191	5.3	2.92	0.472	0
1/24/2018 4:19:56 PM.87	58	14	29	40	135	139	6.28	195	5.4	2.92	0.472	0
1/24/2018 4:19:56 PM.37	58	14	29	40	135	139	6.14	197	5.4	2.91	0.472	0
1/24/2018 4:19:55 PM.87	58	13	29	40	134	139	6.36	193	5.4	2.93	0.473	0
1/24/2018 4:19:55 PM.37	58	14	29	40	135	138	6.39	195	5.3	2.95	0.473	0
1/24/2018 4:19:54 PM.87	58	14	29	40	135	139	6.36	193	5.4	2.94	0.473	0
1/24/2018 4:19:54 PM.37	58	14	29	40	135	139	6.37	196	5.4	2.95	0.472	0
1/24/2018 4:19:53 PM.87	58	14	29	40	135	139	6.33	194	5.4	2.95	0.473	0
1/24/2018 4:19:53 PM.37	58	13	29	40	135	139	6.43	195	5.3	2.95	0.472	0
1/24/2018 4:19:52 PM.87	58	14	30	40	134	139	6.31	191	5.4	2.95	0.471	0
1/24/2018 4:19:52 PM.37	58	14	29	40	134	139	6.34	195	5.4	2.95	0.471	0
1/24/2018 4:19:51 PM.87	58	14	29	40	134	139	6.55	191	5.3	2.94	0.471	0
1/24/2018 4:19:51 PM.37	58	14	29	40	134	139	6.36	194	5.4	2.95	0.471	0
1/24/2018 4:19:50 PM.87	58	13	29	40	135	139	6.46	195	5.4	2.93	0.472	0
1/24/2018 4:19:50 PM.37	58	14	29	40	134	139	6.36	194	5.4	2.92	0.473	0
1/24/2018 4:19:49 PM.88	58	14	29	40	134	139	6.36	195	5.3	2.94	0.471	0
1/24/2018 4:19:49 PM.37	58	14	29	40	134	139	6.37	192	5.4	2.94	0.470	0
1/24/2018 4:19:48 PM.87	58	14	29	40	135	139	6.31	194	5.4	2.95	0.471	0
1/24/2018 4:19:48 PM.37	58	14	29	40	135	139	6.36	195	5.4	2.94	0.470	0
1/24/2018 4:19:47 PM.87	58	13	29	40	135	139	6.39	193	5.4	2.94	0.473	0
1/24/2018 4:19:47 PM.37	58	14	29	40	134	139	6.40	194	5.3	2.95	0.470	0
1/24/2018 4:19:46 PM.87	58	13	29	40	135	140	6.40	195	5.4	2.95	0.469	0
1/24/2018 4:19:46 PM.38	58	14	29	40	135	140	6.50	193	5.3	2.95	0.470	1
1/24/2018 4:19:45 PM.87	58	13	29	40	135	140	6.47	195	5.4	2.95	0.470	0
1/24/2018 4:19:45 PM.38	58	14	29	40	135	140	6.34	193	5.4	2.95	0.470	0
1/24/2018 4:19:44 PM.87	58	14	29	40	135	140	6.31	193	5.4	2.93	0.470	0
1/24/2018 4:19:44 PM.37	58	14	29	40	135	140	6.37	195	5.4	2.95	0.470	0
1/24/2018 4:19:43 PM.87	58	14	30	40	134	140	6.37	197	5.4	2.93	0.470	0
1/24/2018 4:19:43 PM.38	58	14	30	40	135	140	6.36	200	5.4	2.95	0.471	0
1/24/2018 4:19:42 PM.87	58	13	30	40	135	140	6.34	198	5.4	2.95	0.472	0
1/24/2018 4:19:42 PM.37	58	13	29	40	134	140	6.46	202	5.4	2.95	0.473	0
1/24/2018 4:19:41 PM.87	58	14	29	40	134	139	6.31	201	5.4	2.95	0.473	0
1/24/2018 4:19:41 PM.38	59	13	30	40	134	139	6.39	201	5.3	2.94	0.472	0
1/24/2018 4:19:40 PM.87	59	14	30	40	134	139	6.40	200	5.3	2.95	0.475	0
1/24/2018 4:19:40 PM.38	59	13	29	40	134	139	6.43	193	5.4	2.93	0.473	0
1/24/2018 4:19:39 PM.88	58	14	29	40	134	139	6.39	195	5.4	2.93	0.474	0
1/24/2018 4:19:39 PM.38	58	13	30	40	134	139	6.45	195	5.4	2.93	0.473	0
1/24/2018 4:19:38 PM.87	58	14	30	40	134	138	6.23	191	5.3	2.92	0.475	0
1/24/2018 4:19:38 PM.37	59	14	29	40	134	138	6.34	192	5.4	2.92	0.473	0
1/24/2018 4:19:37 PM.87	58	13	29	40	135	138	6.34	189	5.3	2.93	0.474	0
