G.U.N.T. Geraetebau GmbH
ET850

1/24/2018 NKD 

Time	T1 (°C)	T2 (°C)	T3 (°C)	T4 (°C)	T5 (°C)	T6 (°C)	F1 (l/h)	F2 (l/h)	F3 (l/min)	p1 (bar)	p2 (bar)	P (W)
1/24/2018 4:31:59 PM.37	61	14	32	40	135	136	7.88	193	5.7	3.02	0.497	0
1/24/2018 4:31:58 PM.87	61	14	32	40	135	136	7.91	190	5.8	3.02	0.499	0
1/24/2018 4:31:58 PM.37	61	13	32	40	136	136	7.94	195	5.7	3.02	0.501	0
1/24/2018 4:31:57 PM.87	61	13	32	40	135	136	7.90	193	5.8	3.02	0.501	0
1/24/2018 4:31:57 PM.37	61	14	32	40	135	136	7.91	195	5.7	3.02	0.500	0
1/24/2018 4:31:56 PM.87	61	14	32	40	136	136	7.90	194	5.8	3.02	0.502	0
1/24/2018 4:31:56 PM.37	61	14	32	40	136	136	7.88	195	5.7	3.02	0.498	0
1/24/2018 4:31:55 PM.87	61	14	32	40	136	136	7.98	196	5.7	3.03	0.497	0
1/24/2018 4:31:55 PM.37	61	14	32	40	136	136	7.92	199	5.8	3.02	0.498	0
1/24/2018 4:31:54 PM.87	61	14	32	40	135	136	7.95	195	5.7	3.02	0.498	0
1/24/2018 4:31:54 PM.37	61	14	32	40	135	136	7.92	198	5.7	3.02	0.498	0
1/24/2018 4:31:53 PM.87	61	14	32	40	136	136	7.94	196	5.7	3.02	0.500	0
1/24/2018 4:31:53 PM.37	61	14	32	40	135	136	7.92	195	5.7	3.02	0.498	0
1/24/2018 4:31:52 PM.87	61	14	32	40	136	136	8.00	193	5.7	3.02	0.502	0
1/24/2018 4:31:52 PM.37	60	14	32	40	136	136	7.92	192	5.7	3.02	0.499	0
1/24/2018 4:31:51 PM.87	60	14	32	39	136	136	7.91	192	5.7	3.02	0.498	0
1/24/2018 4:31:51 PM.37	61	14	32	40	136	136	7.95	195	5.7	3.02	0.500	0
1/24/2018 4:31:50 PM.87	61	14	32	40	136	136	7.90	193	5.7	3.02	0.498	0
1/24/2018 4:31:50 PM.37	61	14	32	40	136	136	7.82	195	5.8	3.02	0.498	0
1/24/2018 4:31:49 PM.87	61	14	32	40	136	136	7.98	196	5.8	3.02	0.500	0
1/24/2018 4:31:49 PM.37	61	14	32	40	135	136	8.04	197	5.7	3.02	0.499	0
1/24/2018 4:31:48 PM.87	61	14	32	40	136	136	7.92	198	5.7	3.02	0.502	0
1/24/2018 4:31:48 PM.37	61	14	32	40	136	136	7.90	195	5.7	3.03	0.498	1
1/24/2018 4:31:47 PM.87	61	14	32	40	136	136	7.90	198	5.7	3.03	0.501	0
1/24/2018 4:31:47 PM.37	61	14	32	40	136	136	7.98	194	5.7	3.03	0.500	0
1/24/2018 4:31:46 PM.87	61	14	32	40	136	136	7.95	198	5.8	3.02	0.502	0
1/24/2018 4:31:46 PM.37	61	14	32	40	136	136	7.87	198	5.7	3.02	0.500	0
1/24/2018 4:31:45 PM.87	61	14	32	40	136	136	7.97	195	5.7	3.03	0.501	0
1/24/2018 4:31:45 PM.37	61	14	32	40	136	136	7.87	195	5.7	3.02	0.500	0
1/24/2018 4:31:44 PM.87	61	14	32	40	135	136	7.92	195	5.7	3.02	0.499	0
1/24/2018 4:31:44 PM.37	61	14	32	40	135	136	7.95	194	5.7	3.02	0.499	0
1/24/2018 4:31:43 PM.87	61	14	32	40	135	136	7.94	194	5.8	3.02	0.500	0
1/24/2018 4:31:43 PM.37	61	14	32	40	135	136	7.98	197	5.7	3.02	0.500	0
1/24/2018 4:31:42 PM.87	61	14	32	40	136	136	7.79	195	5.7	3.02	0.501	0
1/24/2018 4:31:42 PM.37	60	14	32	40	136	136	7.94	196	5.7	3.02	0.501	0
1/24/2018 4:31:41 PM.87	61	14	32	40	135	136	7.98	191	5.7	3.02	0.499	0
1/24/2018 4:31:41 PM.37	60	14	32	40	135	136	7.85	189	5.8	3.02	0.499	1
1/24/2018 4:31:40 PM.87	60	14	31	40	136	136	7.94	194	5.7	3.02	0.498	0
1/24/2018 4:31:40 PM.37	60	13	32	39	136	136	7.88	188	5.7	3.02	0.498	0
1/24/2018 4:31:39 PM.87	60	14	32	40	135	137	7.91	193	5.7	3.02	0.498	0
1/24/2018 4:31:39 PM.37	60	14	32	40	136	136	7.87	193	5.7	3.02	0.499	0
1/24/2018 4:31:38 PM.87	60	14	31	40	136	136	7.87	193	5.7	3.03	0.498	0
1/24/2018 4:31:38 PM.37	60	14	32	40	136	136	7.87	194	5.7	3.03	0.498	0
1/24/2018 4:31:37 PM.87	61	14	32	40	136	136	8.01	198	5.7	3.04	0.499	0
1/24/2018 4:31:37 PM.37	60	14	31	40	136	136	7.92	194	5.8	3.04	0.500	0
1/24/2018 4:31:36 PM.87	61	14	32	39	136	136	7.98	193	5.7	3.04	0.496	0
1/24/2018 4:31:36 PM.37	60	14	32	40	136	136	7.92	193	5.8	3.03	0.495	0
1/24/2018 4:31:35 PM.87	60	14	32	40	136	136	7.94	193	5.7	3.02	0.497	0
1/24/2018 4:31:35 PM.37	61	14	32	40	136	136	7.98	193	5.7	3.03	0.495	0
1/24/2018 4:31:34 PM.87	60	14	32	40	136	136	7.94	197	5.7	3.03	0.495	0
1/24/2018 4:31:34 PM.37	60	14	32	40	136	136	7.95	195	5.7	3.02	0.496	0
1/24/2018 4:31:33 PM.87	61	14	32	40	135	136	7.84	194	5.7	3.04	0.497	0
1/24/2018 4:31:33 PM.37	61	14	32	40	135	136	7.91	196	5.7	3.02	0.497	0
1/24/2018 4:31:32 PM.87	60	13	32	40	136	136	7.91	198	5.7	3.03	0.497	0
1/24/2018 4:31:32 PM.37	60	14	32	40	136	136	7.91	198	5.7	3.02	0.495	0
1/24/2018 4:31:31 PM.87	60	14	32	40	136	136	7.92	198	5.8	3.02	0.495	0
1/24/2018 4:31:31 PM.37	60	14	32	40	136	136	7.92	198	5.7	3.02	0.498	0
1/24/2018 4:31:30 PM.87	60	14	32	40	136	136	7.91	198	5.7	3.01	0.495	0
1/24/2018 4:31:30 PM.37	60	14	32	40	135	136	7.97	196	5.7	3.01	0.497	0
1/24/2018 4:31:29 PM.87	60	14	32	40	136	136	7.94	194	5.7	3.02	0.498	0
1/24/2018 4:31:29 PM.37	60	14	32	40	136	136	7.92	198	5.7	3.02	0.498	0
1/24/2018 4:31:28 PM.87	60	14	32	40	136	136	7.97	198	5.8	3.03	0.498	0
1/24/2018 4:31:28 PM.37	60	14	32	40	136	136	7.92	198	5.8	3.02	0.498	0
1/24/2018 4:31:27 PM.87	60	13	32	40	136	136	7.90	198	5.8	3.02	0.498	0
1/24/2018 4:31:27 PM.37	60	14	32	40	136	136	7.95	199	5.7	3.02	0.497	0
1/24/2018 4:31:26 PM.87	60	14	32	40	136	136	7.84	200	5.7	3.02	0.497	0
1/24/2018 4:31:26 PM.37	60	14	32	40	136	137	7.82	195	5.7	3.02	0.495	0
1/24/2018 4:31:25 PM.87	61	14	32	40	136	136	7.97	194	5.7	3.02	0.494	0
1/24/2018 4:31:25 PM.37	61	14	32	40	136	136	7.94	196	5.8	3.02	0.494	0
1/24/2018 4:31:24 PM.87	60	14	32	40	136	136	7.88	192	5.7	3.02	0.495	0
1/24/2018 4:31:24 PM.37	61	14	32	40	136	136	7.88	195	5.7	3.04	0.498	0
1/24/2018 4:31:23 PM.87	60	14	32	40	136	136	7.87	194	5.7	3.03	0.496	0
1/24/2018 4:31:23 PM.37	60	14	32	40	136	136	7.91	195	5.7	3.03	0.495	0
1/24/2018 4:31:22 PM.87	60	14	32	40	136	136	7.91	195	5.8	3.02	0.497	0
1/24/2018 4:31:22 PM.37	61	14	32	40	136	136	7.95	197	5.7	3.03	0.495	0
1/24/2018 4:31:21 PM.87	60	14	32	40	135	136	7.94	199	5.7	3.03	0.495	0
1/24/2018 4:31:21 PM.37	60	14	32	40	136	136	7.92	196	5.7	3.03	0.495	0
1/24/2018 4:31:20 PM.87	60	14	32	40	135	136	7.90	197	5.7	3.04	0.495	0
1/24/2018 4:31:20 PM.37	60	14	32	39	136	136	7.94	193	5.7	3.02	0.495	0
1/24/2018 4:31:19 PM.87	60	14	32	39	135	136	7.94	189	5.7	3.02	0.495	0
1/24/2018 4:31:19 PM.37	60	14	32	40	135	136	7.94	193	5.7	3.02	0.495	0
1/24/2018 4:31:18 PM.87	60	14	32	40	135	136	7.92	191	5.7	3.02	0.494	0
1/24/2018 4:31:18 PM.37	60	14	32	40	135	136	7.94	191	5.7	3.02	0.495	0
1/24/2018 4:31:17 PM.87	60	14	32	40	135	136	7.85	193	5.7	3.02	0.492	0
1/24/2018 4:31:17 PM.37	60	14	32	40	135	136	7.90	193	5.7	3.02	0.492	0
1/24/2018 4:31:16 PM.87	60	14	32	40	135	136	7.95	196	5.8	3.01	0.495	0
1/24/2018 4:31:16 PM.37	61	14	32	40	136	136	8.00	197	5.8	3.02	0.495	0
1/24/2018 4:31:15 PM.87	60	14	32	40	136	136	7.92	195	5.7	3.02	0.495	0
1/24/2018 4:31:15 PM.37	60	14	32	40	136	136	7.94	191	5.7	3.02	0.495	0
1/24/2018 4:31:14 PM.87	60	14	32	40	135	136	7.94	188	5.8	3.02	0.494	0
1/24/2018 4:31:14 PM.37	60	14	32	40	136	136	7.84	194	5.8	3.03	0.495	0
1/24/2018 4:31:13 PM.87	60	14	32	39	136	136	8.03	189	5.8	3.02	0.495	0
1/24/2018 4:31:13 PM.37	60	14	31	40	135	136	8.00	197	5.7	3.02	0.495	0
1/24/2018 4:31:12 PM.87	60	14	31	40	135	136	7.98	192	5.7	3.02	0.495	0
1/24/2018 4:31:12 PM.37	60	14	31	40	136	136	7.95	192	5.7	3.02	0.495	0
1/24/2018 4:31:11 PM.87	60	14	31	40	135	136	7.91	195	5.7	3.02	0.495	0
1/24/2018 4:31:11 PM.37	60	14	32	40	136	136	8.04	192	5.7	3.02	0.495	0
1/24/2018 4:31:10 PM.87	60	14	32	40	136	136	7.85	195	5.7	3.04	0.493	0
1/24/2018 4:31:10 PM.37	60	14	32	40	136	136	7.85	198	5.8	3.03	0.494	0
1/24/2018 4:31:09 PM.87	60	14	32	39	136	136	7.84	198	5.7	3.02	0.492	0
1/24/2018 4:31:09 PM.37	60	14	32	40	135	136	7.76	199	5.7	3.02	0.495	0
1/24/2018 4:31:08 PM.87	60	14	32	40	136	136	7.92	198	5.8	3.02	0.495	0
1/24/2018 4:31:08 PM.37	60	14	32	39	136	136	7.94	199	5.8	3.02	0.495	0
1/24/2018 4:31:07 PM.87	61	14	32	40	136	136	8.10	198	5.7	3.03	0.495	0
1/24/2018 4:31:07 PM.37	61	14	32	40	135	136	7.97	198	5.7	3.02	0.495	0
1/24/2018 4:31:06 PM.87	60	14	32	40	135	136	7.92	197	5.7	3.02	0.494	0
1/24/2018 4:31:06 PM.37	61	14	32	39	135	136	7.90	195	5.8	3.03	0.495	1
1/24/2018 4:31:05 PM.87	61	14	32	40	136	136	7.97	197	5.7	3.02	0.495	0
1/24/2018 4:31:05 PM.37	61	14	32	40	136	136	7.94	197	5.7	3.02	0.491	0
1/24/2018 4:31:04 PM.87	61	14	32	40	135	136	7.95	201	5.8	3.01	0.495	0
1/24/2018 4:31:04 PM.37	61	13	32	40	135	136	7.92	197	5.7	3.02	0.495	0
1/24/2018 4:31:03 PM.87	61	14	32	40	136	136	7.97	194	5.7	3.02	0.495	0
1/24/2018 4:31:03 PM.37	61	14	32	40	135	136	7.82	195	5.7	3.03	0.495	0
1/24/2018 4:31:02 PM.87	61	14	32	40	135	136	7.85	198	5.8	3.01	0.495	0
1/24/2018 4:31:02 PM.37	61	14	32	40	135	136	7.92	195	5.7	3.02	0.495	0
1/24/2018 4:31:01 PM.87	60	13	32	40	135	136	7.90	190	5.7	3.00	0.496	0
1/24/2018 4:31:01 PM.37	60	14	31	39	135	136	7.97	190	5.7	3.00	0.496	0
1/24/2018 4:31:00 PM.87	60	14	31	40	135	136	7.92	193	5.7	3.02	0.495	0
1/24/2018 4:31:00 PM.37	60	14	32	40	136	136	7.87	193	5.7	3.01	0.495	0
1/24/2018 4:30:59 PM.87	60	14	31	40	136	136	8.00	193	5.7	3.02	0.495	0
1/24/2018 4:30:59 PM.37	60	13	31	40	136	136	7.97	190	5.7	3.02	0.495	0
1/24/2018 4:30:58 PM.87	60	14	31	40	136	136	7.87	191	5.8	3.02	0.496	0
1/24/2018 4:30:58 PM.37	60	14	31	40	136	136	7.84	191	5.7	3.02	0.495	0
1/24/2018 4:30:57 PM.87	60	14	31	40	136	136	7.91	192	5.8	3.02	0.495	0
1/24/2018 4:30:57 PM.37	60	13	31	39	136	136	7.94	193	5.7	3.02	0.495	0
1/24/2018 4:30:56 PM.87	60	14	31	39	136	136	7.97	196	5.7	3.02	0.492	0
1/24/2018 4:30:56 PM.37	60	14	31	40	136	136	7.94	195	5.8	3.02	0.495	0
1/24/2018 4:30:55 PM.87	60	14	31	40	136	136	7.92	193	5.7	3.02	0.492	0
1/24/2018 4:30:55 PM.37	60	14	31	40	136	136	7.88	198	5.7	3.02	0.491	0
1/24/2018 4:30:54 PM.87	60	14	31	40	135	136	7.94	202	5.7	3.02	0.492	0
1/24/2018 4:30:54 PM.37	60	14	31	40	135	136	7.90	200	5.7	3.01	0.492	0
1/24/2018 4:30:53 PM.87	60	14	31	40	136	136	7.92	196	5.7	3.02	0.491	0
1/24/2018 4:30:53 PM.37	60	14	31	40	136	136	7.94	196	5.7	3.03	0.491	0
1/24/2018 4:30:52 PM.87	60	14	31	40	136	136	8.01	195	5.7	3.02	0.488	0
1/24/2018 4:30:52 PM.37	60	14	31	40	136	136	7.98	195	5.7	3.02	0.491	0
1/24/2018 4:30:51 PM.87	60	14	31	40	136	136	7.90	197	5.7	3.02	0.490	0
1/24/2018 4:30:51 PM.37	60	14	31	40	136	136	7.88	196	5.7	3.01	0.489	0
1/24/2018 4:30:50 PM.87	60	14	31	40	135	136	7.91	200	5.7	3.02	0.492	0
1/24/2018 4:30:50 PM.37	60	14	31	40	135	136	7.95	197	5.8	3.00	0.490	0
1/24/2018 4:30:49 PM.87	60	14	31	40	135	136	7.85	197	5.7	3.00	0.489	0
1/24/2018 4:30:49 PM.37	60	14	31	39	136	136	7.94	200	5.7	3.00	0.488	0
1/24/2018 4:30:48 PM.87	60	14	31	40	135	136	7.87	200	5.7	3.00	0.491	0
1/24/2018 4:30:48 PM.37	60	14	31	40	135	136	7.90	193	5.7	2.99	0.490	0
1/24/2018 4:30:47 PM.87	60	14	31	40	135	136	7.95	192	5.7	2.99	0.491	0
1/24/2018 4:30:47 PM.37	60	14	31	40	135	136	7.94	198	5.7	2.99	0.491	1
1/24/2018 4:30:46 PM.87	60	14	31	40	135	136	7.98	200	5.7	3.02	0.492	0
1/24/2018 4:30:46 PM.37	60	14	31	40	135	136	7.92	197	5.7	2.99	0.488	0
1/24/2018 4:30:45 PM.87	60	14	31	40	135	136	8.06	198	5.8	2.99	0.491	0
1/24/2018 4:30:45 PM.37	60	14	31	40	135	136	7.97	195	5.7	3.00	0.491	0
1/24/2018 4:30:44 PM.87	60	14	31	40	135	136	7.91	192	5.7	2.99	0.491	0
1/24/2018 4:30:44 PM.37	60	14	31	40	136	135	7.95	191	5.7	2.99	0.491	0
1/24/2018 4:30:43 PM.87	60	14	31	40	135	136	8.04	195	5.7	2.99	0.491	0
1/24/2018 4:30:43 PM.37	60	14	31	40	135	135	7.81	193	5.7	2.98	0.489	0
1/24/2018 4:30:42 PM.87	60	14	31	40	135	136	7.94	192	5.5	2.98	0.489	0
1/24/2018 4:30:42 PM.37	60	14	31	40	135	135	7.82	191	5.5	2.97	0.489	0
1/24/2018 4:30:41 PM.87	60	14	31	40	135	136	7.90	196	5.3	2.98	0.489	0
1/24/2018 4:30:41 PM.37	60	14	31	39	135	136	7.90	191	5.4	2.98	0.489	0
1/24/2018 4:30:40 PM.87	60	14	31	40	135	136	7.94	193	5.3	2.98	0.488	0
1/24/2018 4:30:40 PM.37	60	14	31	40	136	136	7.87	195	5.4	2.98	0.489	0
1/24/2018 4:30:39 PM.87	59	14	31	40	135	136	7.92	197	5.3	2.98	0.489	0
1/24/2018 4:30:39 PM.37	59	14	31	40	135	136	7.91	196	5.4	2.98	0.489	0
1/24/2018 4:30:38 PM.87	60	14	31	40	135	136	7.97	196	5.3	2.98	0.489	0
1/24/2018 4:30:38 PM.37	60	14	31	40	135	136	7.95	198	5.3	2.98	0.489	0
1/24/2018 4:30:37 PM.87	59	14	31	40	136	136	7.94	193	5.4	2.98	0.489	0
1/24/2018 4:30:37 PM.37	60	14	31	40	135	136	7.94	197	5.3	2.98	0.487	0
1/24/2018 4:30:36 PM.87	60	14	31	40	136	136	7.91	193	5.4	2.98	0.489	0
1/24/2018 4:30:36 PM.37	60	13	30	40	135	135	7.95	195	5.3	2.98	0.488	0
1/24/2018 4:30:35 PM.87	60	14	30	40	135	136	7.91	193	5.3	2.98	0.488	0
1/24/2018 4:30:35 PM.37	59	14	31	40	136	136	7.95	193	5.3	2.98	0.488	0
1/24/2018 4:30:34 PM.87	59	14	31	40	135	136	7.75	190	5.3	2.99	0.488	0
1/24/2018 4:30:34 PM.37	59	14	31	40	135	135	7.92	193	5.3	2.98	0.486	0
1/24/2018 4:30:33 PM.87	59	14	31	40	135	135	7.94	193	5.3	2.98	0.489	0
1/24/2018 4:30:33 PM.37	59	14	31	40	136	136	7.94	196	5.4	2.98	0.488	0
1/24/2018 4:30:32 PM.87	59	14	31	40	135	135	7.97	197	5.3	2.98	0.490	0
1/24/2018 4:30:32 PM.37	59	14	31	40	136	135	7.90	195	5.4	2.98	0.489	0
1/24/2018 4:30:31 PM.87	60	14	31	40	135	136	7.95	195	5.4	2.98	0.489	0
1/24/2018 4:30:31 PM.37	60	14	31	39	135	136	8.04	193	5.3	2.98	0.489	0
1/24/2018 4:30:30 PM.87	60	14	31	40	135	136	7.98	195	5.3	2.98	0.490	0
1/24/2018 4:30:30 PM.37	60	14	31	40	136	136	7.91	194	5.3	2.98	0.488	0
1/24/2018 4:30:29 PM.87	60	14	31	40	135	136	7.95	193	5.3	2.98	0.488	0
1/24/2018 4:30:29 PM.37	60	14	31	40	135	135	7.95	193	5.4	2.98	0.484	0
1/24/2018 4:30:28 PM.87	60	14	31	40	135	136	7.97	195	5.3	2.98	0.488	0
1/24/2018 4:30:28 PM.37	60	14	31	40	135	136	7.92	194	5.3	2.98	0.487	0
1/24/2018 4:30:27 PM.87	60	14	31	40	136	136	7.87	195	5.3	2.98	0.488	0
1/24/2018 4:30:27 PM.37	60	14	31	40	135	135	7.94	199	5.4	2.98	0.486	0
1/24/2018 4:30:26 PM.87	60	14	31	40	135	136	7.91	197	5.4	2.97	0.489	0
1/24/2018 4:30:26 PM.37	60	14	31	40	135	136	7.95	193	5.3	2.98	0.489	0
1/24/2018 4:30:25 PM.87	60	14	31	40	135	136	8.00	197	5.3	2.98	0.488	0
1/24/2018 4:30:25 PM.37	60	13	31	40	135	136	7.81	195	5.3	2.98	0.490	0
1/24/2018 4:30:24 PM.87	60	14	31	40	135	136	7.94	196	5.4	2.98	0.488	0
1/24/2018 4:30:24 PM.37	60	14	31	40	135	136	7.92	197	5.3	2.98	0.488	0
1/24/2018 4:30:23 PM.87	60	14	31	40	136	136	7.97	198	5.3	2.97	0.489	0
1/24/2018 4:30:23 PM.37	60	14	31	40	135	136	7.98	200	5.4	2.98	0.489	0
1/24/2018 4:30:22 PM.87	60	14	31	40	135	136	7.88	195	5.3	2.98	0.488	0
1/24/2018 4:30:22 PM.37	60	14	31	40	136	136	8.01	198	5.4	2.98	0.489	0
1/24/2018 4:30:21 PM.87	60	14	31	40	135	136	7.94	194	5.3	2.98	0.489	0
1/24/2018 4:30:21 PM.37	60	14	31	40	135	136	7.88	198	5.3	2.99	0.490	0
1/24/2018 4:30:20 PM.87	60	14	31	40	135	136	7.94	199	5.3	2.98	0.490	0
1/24/2018 4:30:20 PM.37	59	14	31	40	136	136	7.92	198	5.4	2.98	0.489	0
1/24/2018 4:30:19 PM.87	60	14	31	40	136	135	7.88	196	5.3	2.98	0.491	0
1/24/2018 4:30:19 PM.37	60	14	31	40	136	136	7.91	193	5.4	2.98	0.488	0
1/24/2018 4:30:18 PM.87	60	14	31	40	136	136	7.94	193	5.4	2.98	0.488	0
1/24/2018 4:30:18 PM.37	60	14	31	40	135	136	7.90	195	5.3	2.98	0.491	0
1/24/2018 4:30:17 PM.87	60	14	31	40	136	136	8.03	196	5.3	2.98	0.489	0
1/24/2018 4:30:17 PM.37	60	14	31	40	136	136	7.91	200	5.3	2.99	0.491	0
1/24/2018 4:30:16 PM.87	60	14	31	40	135	136	7.95	198	5.3	2.98	0.488	0
1/24/2018 4:30:16 PM.37	60	14	31	40	136	136	8.10	195	5.3	2.99	0.486	0
1/24/2018 4:30:15 PM.87	60	13	31	40	136	136	7.94	196	5.3	2.98	0.489	0
1/24/2018 4:30:15 PM.37	60	14	31	40	135	136	7.88	195	5.4	2.99	0.489	0
1/24/2018 4:30:14 PM.87	60	14	31	39	136	136	7.94	196	5.4	2.98	0.489	0
1/24/2018 4:30:14 PM.37	60	14	31	40	135	136	7.94	198	5.4	2.99	0.489	0
1/24/2018 4:30:13 PM.87	60	14	31	40	135	136	7.92	198	5.4	2.98	0.488	0
1/24/2018 4:30:13 PM.37	60	14	31	40	135	136	8.00	192	5.3	2.98	0.491	0
1/24/2018 4:30:12 PM.87	60	14	31	40	136	136	7.97	192	5.3	2.98	0.489	0
1/24/2018 4:30:12 PM.37	60	14	30	40	136	136	7.88	188	5.4	2.98	0.490	0
1/24/2018 4:30:11 PM.87	60	14	30	40	136	136	7.94	193	5.4	2.99	0.488	0
1/24/2018 4:30:11 PM.37	60	14	31	40	135	136	7.98	197	5.3	2.98	0.488	0
1/24/2018 4:30:10 PM.87	60	14	31	40	136	136	7.85	197	5.3	2.98	0.488	0
1/24/2018 4:30:10 PM.37	60	14	31	40	135	136	8.06	197	5.3	2.98	0.489	0
1/24/2018 4:30:09 PM.87	60	14	31	40	136	135	7.90	196	5.3	2.98	0.489	1
1/24/2018 4:30:09 PM.37	60	14	31	40	136	135	7.97	198	5.3	2.98	0.490	0
1/24/2018 4:30:08 PM.87	60	14	31	40	136	135	7.90	198	5.3	2.98	0.488	0
1/24/2018 4:30:08 PM.37	60	14	31	40	136	135	7.94	198	5.3	2.98	0.488	0
1/24/2018 4:30:07 PM.87	60	13	31	40	135	135	8.00	195	5.3	2.98	0.488	0
1/24/2018 4:30:07 PM.37	60	14	31	40	135	135	8.04	198	5.4	2.98	0.488	1
1/24/2018 4:30:06 PM.87	60	14	31	40	135	135	7.95	199	5.3	2.98	0.488	0
1/24/2018 4:30:06 PM.37	60	14	31	40	136	136	7.90	196	5.3	2.98	0.488	0
1/24/2018 4:30:05 PM.87	60	13	31	40	136	136	7.95	198	5.3	2.98	0.492	0
1/24/2018 4:30:05 PM.37	60	14	31	40	136	136	7.92	196	5.3	2.98	0.488	0
1/24/2018 4:30:04 PM.87	60	14	31	40	136	136	7.95	195	5.3	2.98	0.489	0
1/24/2018 4:30:04 PM.37	60	14	31	40	136	135	7.98	196	5.3	2.97	0.489	0
1/24/2018 4:30:03 PM.87	60	13	31	40	136	135	7.85	193	5.3	2.98	0.489	0
1/24/2018 4:30:03 PM.37	59	14	31	40	136	136	7.95	198	5.3	2.99	0.489	0
1/24/2018 4:30:02 PM.87	60	13	31	40	136	136	7.90	192	5.3	2.98	0.489	0
1/24/2018 4:30:02 PM.37	59	14	31	40	136	135	7.82	193	5.3	2.98	0.488	0
1/24/2018 4:30:01 PM.87	60	14	30	40	136	135	7.98	196	5.3	2.98	0.490	0
1/24/2018 4:30:01 PM.37	60	14	31	40	136	135	8.00	194	5.3	2.98	0.489	0
1/24/2018 4:30:00 PM.87	60	14	30	39	136	136	8.01	197	5.4	2.98	0.488	1
1/24/2018 4:30:00 PM.37	60	14	30	40	136	136	7.92	191	5.4	2.98	0.489	0
1/24/2018 4:29:59 PM.87	59	13	30	40	136	135	7.85	192	5.3	2.98	0.488	0
1/24/2018 4:29:59 PM.37	59	14	30	39	136	136	7.97	195	5.3	2.98	0.486	0
1/24/2018 4:29:58 PM.87	59	14	30	39	136	135	7.88	191	5.4	2.98	0.487	0
1/24/2018 4:29:58 PM.37	59	14	30	40	135	135	7.98	188	5.4	2.98	0.487	0
1/24/2018 4:29:57 PM.87	59	13	30	40	136	135	7.95	192	5.3	2.98	0.488	0
1/24/2018 4:29:57 PM.37	59	14	30	40	136	135	8.10	191	5.3	2.98	0.484	0
1/24/2018 4:29:56 PM.87	59	14	30	40	136	135	7.88	194	5.3	2.98	0.484	0
1/24/2018 4:29:56 PM.37	59	14	30	40	136	135	7.94	198	5.3	2.98	0.484	0
1/24/2018 4:29:55 PM.87	59	14	30	40	136	135	7.88	193	5.3	2.98	0.484	0
1/24/2018 4:29:55 PM.37	59	14	30	40	136	135	7.92	194	5.3	2.98	0.484	1
1/24/2018 4:29:54 PM.87	59	14	29	39	136	135	7.95	195	5.3	2.98	0.483	0
1/24/2018 4:29:54 PM.37	59	14	30	40	136	135	7.78	197	5.4	2.97	0.484	0
1/24/2018 4:29:53 PM.87	59	14	30	40	136	135	7.94	198	5.3	2.98	0.485	1
1/24/2018 4:29:53 PM.37	59	14	30	40	136	135	7.91	197	5.3	2.98	0.483	1
1/24/2018 4:29:52 PM.87	59	14	30	40	136	135	7.92	192	5.4	2.96	0.483	0
1/24/2018 4:29:52 PM.37	59	14	30	40	136	135	7.91	193	5.3	2.98	0.483	0
1/24/2018 4:29:51 PM.87	59	14	30	40	135	135	7.95	197	5.3	2.97	0.484	0
1/24/2018 4:29:51 PM.37	59	14	30	40	135	135	7.90	193	5.3	2.96	0.487	0
1/24/2018 4:29:50 PM.87	59	14	30	40	135	135	7.90	196	5.3	2.97	0.484	0
1/24/2018 4:29:50 PM.37	59	14	29	40	135	135	7.95	193	5.4	2.95	0.486	0
1/24/2018 4:29:49 PM.87	59	14	29	40	136	135	8.00	193	5.3	2.95	0.487	0
1/24/2018 4:29:49 PM.37	59	14	30	40	136	135	7.90	193	5.3	2.95	0.484	0
1/24/2018 4:29:48 PM.87	59	14	30	40	135	135	7.95	191	5.4	2.95	0.484	0
1/24/2018 4:29:48 PM.37	59	14	30	40	136	135	7.98	195	5.3	2.96	0.483	0
1/24/2018 4:29:47 PM.87	59	14	30	40	135	135	7.98	194	5.3	2.95	0.483	0
1/24/2018 4:29:47 PM.37	59	14	30	40	136	135	7.94	200	5.4	2.94	0.483	0
1/24/2018 4:29:46 PM.87	59	14	30	40	135	135	7.94	192	5.3	2.93	0.482	0
1/24/2018 4:29:46 PM.37	59	14	30	40	135	135	7.91	193	5.3	2.95	0.483	0
1/24/2018 4:29:45 PM.87	59	14	30	40	135	135	7.91	192	5.4	2.93	0.483	0
1/24/2018 4:29:45 PM.37	59	13	30	40	136	135	7.90	194	5.3	2.95	0.482	0
1/24/2018 4:29:44 PM.87	59	14	30	40	136	135	7.98	198	5.3	2.94	0.483	0
1/24/2018 4:29:44 PM.37	59	14	30	40	136	135	8.03	195	5.3	2.95	0.481	0
1/24/2018 4:29:43 PM.87	59	14	30	40	136	135	7.94	196	5.3	2.94	0.481	0
1/24/2018 4:29:43 PM.37	59	14	30	40	136	135	7.95	198	5.3	2.95	0.481	0
1/24/2018 4:29:42 PM.87	59	14	30	40	135	135	8.01	195	5.3	2.94	0.483	0
1/24/2018 4:29:42 PM.37	59	14	30	40	136	135	7.92	199	5.3	2.93	0.480	0
1/24/2018 4:29:41 PM.87	59	14	30	40	136	135	7.98	195	5.4	2.94	0.481	0
1/24/2018 4:29:41 PM.37	59	14	30	40	135	135	7.92	194	5.3	2.94	0.481	1
